,ID,name,address,website,opening_hours,lat,lon,rating,phone,social,Персонал,Время ожидания,load_time
10,alfa_bank/1691919504,Альфа-Банк,"ул. Борисовские Пруды, 26, Москва",alfabank.ru,"'mon': 10:00-22:00, 'tue': 10:00-22:00, 'wed': 10:00-22:00, 'thu': 10:00-22:00, 'fri': 10:00-22:00, 'sat': 10:00-22:00, 'sun': 10:00-22:00",55.639964,37.758212,,['8 (800) 200-00-00Показать телефон'],"['https://ok.ru/alfabank', 'https://t.me/alfabank', 'https://vk.com/alfabank']",,,2024-08-26 12:41:09
11,alfa_bank/1000470627,Альфа-Банк,"Фестивальная ул., 13, корп. 1, Москва",alfabank.ru,"'mon': 10:00-20:00, 'tue': 10:00-20:00, 'wed': 10:00-20:00, 'thu': 10:00-20:00, 'fri': 10:00-20:00, 'sat': 10:00-18:00, 'sun': выходной",55.855810,37.477103,,['8 (800) 200-00-00Показать телефон'],"['https://ok.ru/alfabank', 'https://t.me/alfabank', 'https://vk.com/alfabank']",,,2024-08-26 12:41:09
12,alfa_bank/85197295088,Альфа-Банк,"Ленинский просп., 78, Москва",alfabank.ru,"'mon': 00:00-23:59, 'tue': 00:00-23:59, 'wed': 00:00-23:59, 'thu': 00:00-23:59, 'fri': 00:00-23:59, 'sat': 00:00-23:59, 'sun': 00:00-23:59",55.682940,37.536696,,['8 (800) 200-00-00Показать телефон'],"['https://ok.ru/alfabank', 'https://t.me/alfabank', 'https://vk.com/alfabank']",,,2024-08-26 12:41:09
13,alfa_bank/28422294735,Альфа-Банк,"Большая Тульская ул., 2, Москва",alfabank.ru,"'mon': 00:00-23:59, 'tue': 00:00-23:59, 'wed': 00:00-23:59, 'thu': 00:00-23:59, 'fri': 00:00-23:59, 'sat': 00:00-23:59, 'sun': 00:00-23:59",55.709018,37.620770,,['8 (800) 200-00-00Показать телефон'],"['https://ok.ru/alfabank', 'https://t.me/alfabank', 'https://vk.com/alfabank']",,,2024-08-26 12:41:09
14,alfa_bank/105017813130,Альфа-Банк,"просп. Мира, 42, Москва",alfabank.ru,"'mon': 00:00-23:59, 'tue': 00:00-23:59, 'wed': 00:00-23:59, 'thu': 00:00-23:59, 'fri': 00:00-23:59, 'sat': 00:00-23:59, 'sun': 00:00-23:59",55.780664,37.633769,,['8 (800) 200-00-00Показать телефон'],"['https://ok.ru/alfabank', 'https://t.me/alfabank', 'https://vk.com/alfabank']",,,2024-08-26 12:41:09
15,alfa_bank/41559898553,Альфа-Банк,"ул. Перерва, 43, корп. 1, Москва",alfabank.ru,"'mon': 10:00-22:00, 'tue': 10:00-22:00, 'wed': 10:00-22:00, 'thu': 10:00-22:00, 'fri': 10:00-22:00, 'sat': 10:00-22:00, 'sun': 10:00-22:00",55.659653,37.749669,,['8 (800) 200-00-00Показать телефон'],"['https://ok.ru/alfabank', 'https://t.me/alfabank', 'https://vk.com/alfabank']",,,2024-08-26 12:41:09
16,alfa_bank/152191542085,Альфа-Банк,"Осенний бул., 9, Москва",alfabank.ru,"'mon': 09:00-20:00, 'tue': 09:00-20:00, 'wed': 09:00-20:00, 'thu': 09:00-20:00, 'fri': 09:00-20:00, 'sat': 09:00-20:00, 'sun': 09:00-20:00",55.758260,37.406773,,['8 (800) 200-00-00Показать телефон'],"['https://ok.ru/alfabank', 'https://t.me/alfabank', 'https://vk.com/alfabank']",,,2024-08-26 12:41:09
17,alfa_bank/146579122785,Альфа-Банк,"Павелецкая площадь, 3, Москва",alfabank.ru,"'mon': 10:00-22:00, 'tue': 10:00-22:00, 'wed': 10:00-22:00, 'thu': 10:00-22:00, 'fri': 10:00-22:00, 'sat': 10:00-22:00, 'sun': 10:00-22:00",55.731014,37.639958,,['8 (800) 200-00-00Показать телефон'],"['https://ok.ru/alfabank', 'https://t.me/alfabank', 'https://vk.com/alfabank']",,,2024-08-26 12:41:09
18,alfa_bank/4403173387,Альфа-Банк,"Мичуринский просп., 7, Москва",alfabank.ru,"'mon': 10:00-20:00, 'tue': 10:00-20:00, 'wed': 10:00-20:00, 'thu': 10:00-20:00, 'fri': 10:00-20:00, 'sat': 10:00-18:00, 'sun': 00:00-23:59",55.702729,37.509703,,['8 (800) 200-00-00Показать телефон'],"['https://ok.ru/alfabank', 'https://t.me/alfabank', 'https://vk.com/alfabank']",,,2024-08-26 12:41:09
19,alfa_bank/1757232364,Альфа-Банк,"ул. Лескова, 3Г, Москва",alfabank.ru,"'mon': 10:00-20:00, 'tue': 10:00-20:00, 'wed': 10:00-20:00, 'thu': 10:00-20:00, 'fri': 10:00-20:00, 'sat': 10:00-17:00, 'sun': 00:00-23:59",55.898765,37.591719,,['8 (800) 200-00-00Показать телефон'],"['https://ok.ru/alfabank', 'https://t.me/alfabank', 'https://vk.com/alfabank']",,,2024-08-26 12:41:09
20,alfa_bank/147940348096,Альфа-Банк,"Зелёный просп., 62А, Москва",alfabank.ru,"'mon': 10:00-22:00, 'tue': 10:00-22:00, 'wed': 10:00-22:00, 'thu': 10:00-22:00, 'fri': 10:00-22:00, 'sat': 10:00-22:00, 'sun': 10:00-22:00",55.750788,37.820385,,['8 (800) 200-00-00Показать телефон'],"['https://ok.ru/alfabank', 'https://t.me/alfabank', 'https://vk.com/alfabank']",,,2024-08-26 12:41:09
21,alfa_bank/1636664650,Альфа-Банк,"ул. Яблочкова, 21А, Москва",alfabank.ru,"'mon': 10:00-21:00, 'tue': 10:00-21:00, 'wed': 10:00-21:00, 'thu': 10:00-21:00, 'fri': 10:00-21:00, 'sat': 10:00-21:00, 'sun': 10:00-21:00",55.819494,37.578271,,['8 (800) 200-00-00Показать телефон'],"['https://ok.ru/alfabank', 'https://t.me/alfabank', 'https://vk.com/alfabank']",,,2024-08-26 12:41:09
22,alfa_bank/243509107119,Альфа-Банк,"Профсоюзная ул., 64/66, Москва",alfabank.ru,"'mon': 10:00-22:00, 'tue': 10:00-22:00, 'wed': 10:00-22:00, 'thu': 10:00-22:00, 'fri': 10:00-22:00, 'sat': 10:00-22:00, 'sun': 10:00-22:00",55.665843,37.548681,,['8 (800) 200-00-00Показать телефон'],"['https://ok.ru/alfabank', 'https://t.me/alfabank', 'https://vk.com/alfabank']",,,2024-08-26 12:41:09
23,alfa_bank/3605216224,Альфа-Банк,"ул. Красного Маяка, 2Б, Москва",alfabank.ru,"'mon': 10:00-22:00, 'tue': 10:00-22:00, 'wed': 10:00-22:00, 'thu': 10:00-22:00, 'fri': 10:00-22:00, 'sat': 10:00-22:00, 'sun': 10:00-22:00",55.611119,37.606622,,['8 (800) 200-00-00Показать телефон'],"['https://ok.ru/alfabank', 'https://t.me/alfabank', 'https://vk.com/alfabank']",,,2024-08-26 12:41:09
24,alfa_bank/10244932526,Альфа-Банк,"Снежная ул., 27, Москва",alfabank.ru,"'mon': 10:00-22:00, 'tue': 10:00-22:00, 'wed': 10:00-22:00, 'thu': 10:00-22:00, 'fri': 10:00-22:00, 'sat': 10:00-22:00, 'sun': 10:00-22:00",55.856356,37.653344,,['8 (800) 200-00-00Показать телефон'],"['https://ok.ru/alfabank', 'https://t.me/alfabank', 'https://vk.com/alfabank']",,,2024-08-26 12:41:09
25,alfa_bank/2368653954,Альфа-Банк,"Зеленоградская ул., 31, корп. 2, Москва",alfabank.ru,"'mon': 08:00-23:00, 'tue': 08:00-23:00, 'wed': 08:00-23:00, 'thu': 08:00-23:00, 'fri': 08:00-23:00, 'sat': 08:00-23:00, 'sun': 08:00-23:00",55.874435,37.492536,,['8 (800) 200-00-00Показать телефон'],"['https://ok.ru/alfabank', 'https://t.me/alfabank', 'https://vk.com/alfabank']",,,2024-08-26 12:41:09
26,alfa_bank/237020969917,Альфа-Банк,"Кавказский бул., 57, Москва",alfabank.ru,"'mon': 09:00-20:00, 'tue': 09:00-20:00, 'wed': 09:00-20:00, 'thu': 09:00-20:00, 'fri': 09:00-20:00, 'sat': 09:00-20:00, 'sun': 09:00-20:00",55.628871,37.633742,,['8 (800) 200-00-00Показать телефон'],"['https://ok.ru/alfabank', 'https://t.me/alfabank', 'https://vk.com/alfabank']",,,2024-08-26 12:41:09
27,alfa_bank/226760501434,Альфа-Банк,"ул. Земляной Вал, 41, стр. 2, Москва",alfabank.ru,"'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': выходной, 'sun': выходной",55.752947,37.656667,,['8 (800) 200-00-00Показать телефон'],"['https://ok.ru/alfabank', 'https://t.me/alfabank', 'https://vk.com/alfabank']",,,2024-08-26 12:41:09
28,alfa_bank/75429244845,Альфа-Банк,"Чертановская ул., 1В, корп. 1, Москва",alfabank.ru,"'mon': 00:00-23:59, 'tue': 00:00-23:59, 'wed': 00:00-23:59, 'thu': 00:00-23:59, 'fri': 00:00-23:59, 'sat': 00:00-23:59, 'sun': 00:00-23:59",55.639461,37.607143,,['8 (800) 200-00-00Показать телефон'],"['https://ok.ru/alfabank', 'https://t.me/alfabank', 'https://vk.com/alfabank']",,,2024-08-26 12:41:09
29,alfa_bank/98094805673,Альфа-Банк,"Семёновский пер., 15, Москва",alfabank.ru,"'mon': 00:00-23:59, 'tue': 00:00-23:59, 'wed': 00:00-23:59, 'thu': 00:00-23:59, 'fri': 00:00-23:59, 'sat': 00:00-23:59, 'sun': 00:00-23:59",55.782932,37.715911,,['8 (800) 200-00-00Показать телефон'],"['https://ok.ru/alfabank', 'https://t.me/alfabank', 'https://vk.com/alfabank']",,,2024-08-26 12:41:09
30,alfa_bank/113638843121,Альфа-Банк,"площадь Киевского Вокзала, 2, Москва",alfabank.ru,"'mon': 10:00-22:00, 'tue': 10:00-22:00, 'wed': 10:00-22:00, 'thu': 10:00-22:00, 'fri': 10:00-23:00, 'sat': 10:00-23:00, 'sun': 10:00-22:00",55.744637,37.566072,,['8 (800) 200-00-00Показать телефон'],"['https://ok.ru/alfabank', 'https://t.me/alfabank', 'https://vk.com/alfabank']",,,2024-08-26 12:41:09
31,alfa_bank/194723969504,Альфа-Банк,"Автозаводская ул., 18, Москва",alfabank.ru,"'mon': 10:00-22:00, 'tue': 10:00-22:00, 'wed': 10:00-22:00, 'thu': 10:00-22:00, 'fri': 10:00-22:00, 'sat': 10:00-22:00, 'sun': 10:00-22:00",55.705042,37.639824,,['8 (800) 200-00-00Показать телефон'],"['https://ok.ru/alfabank', 'https://t.me/alfabank', 'https://vk.com/alfabank']",,,2024-08-26 12:41:09
32,alfa_bank/90954709075,Альфа-Банк,"ул. Авиаконструктора Микояна, 12, Москва",alfabank.ru,"'mon': 00:00-23:59, 'tue': 00:00-23:59, 'wed': 00:00-23:59, 'thu': 00:00-23:59, 'fri': 00:00-23:59, 'sat': 00:00-23:59, 'sun': 00:00-23:59",55.792362,37.527615,,['8 (800) 200-00-00Показать телефон'],"['https://ok.ru/alfabank', 'https://t.me/alfabank', 'https://vk.com/alfabank']",,,2024-08-26 12:41:09
33,alfa_bank/79672571559,Альфа-Банк,"Каланчёвская ул., 27, Москва",alfabank.ru,"'mon': 00:00-23:59, 'tue': 00:00-23:59, 'wed': 00:00-23:59, 'thu': 00:00-23:59, 'fri': 00:00-23:59, 'sat': 00:00-23:59, 'sun': 00:00-23:59",55.774863,37.650669,,['8 (800) 200-00-00Показать телефон'],"['https://ok.ru/alfabank', 'https://t.me/alfabank', 'https://vk.com/alfabank']",,,2024-08-26 12:41:09
34,alfa_bank/1179542343,Альфа-Банк,"бул. Дмитрия Донского, 1, Москва",alfabank.ru,"'mon': 10:00-22:00, 'tue': 10:00-22:00, 'wed': 10:00-22:00, 'thu': 10:00-22:00, 'fri': 10:00-22:00, 'sat': 10:00-22:00, 'sun': 10:00-22:00",55.574879,37.580112,,['8 (800) 200-00-00Показать телефон'],"['https://ok.ru/alfabank', 'https://t.me/alfabank', 'https://vk.com/alfabank']",,,2024-08-26 12:41:09
35,alfa_bank/238806091607,Альфа-Банк,"Ленинградский просп., 74, корп. 1, Москва",alfabank.ru,"'mon': 00:00-23:59, 'tue': 00:00-23:59, 'wed': 00:00-23:59, 'thu': 00:00-23:59, 'fri': 00:00-23:59, 'sat': 00:00-23:59, 'sun': 00:00-23:59",55.805133,37.516952,,['8 (800) 200-00-00Показать телефон'],"['https://ok.ru/alfabank', 'https://t.me/alfabank', 'https://vk.com/alfabank']",,,2024-08-26 12:41:09
36,alfa_bank/1795225222,Альфа-Банк,"Парковая ул., с2, Лыткарино",alfabank.ru,"'mon': 10:00-22:00, 'tue': 10:00-22:00, 'wed': 10:00-22:00, 'thu': 10:00-22:00, 'fri': 10:00-22:00, 'sat': 10:00-22:00, 'sun': 10:00-22:00",55.582014,37.912228,,['+7 (495) 788-88-78Показать телефон'],"['https://ok.ru/alfabank', 'https://t.me/alfabank', 'https://vk.com/alfabank']",,,2024-08-26 12:41:09
37,alfa_bank/82380168698,Альфа-Банк,"Ленинградский просп., 74, корп. 1, Москва",alfabank.ru,"'mon': 00:00-23:59, 'tue': 00:00-23:59, 'wed': 00:00-23:59, 'thu': 00:00-23:59, 'fri': 00:00-23:59, 'sat': 00:00-23:59, 'sun': 00:00-23:59",55.805133,37.516952,,['8 (800) 200-00-00Показать телефон'],"['https://ok.ru/alfabank', 'https://t.me/alfabank', 'https://vk.com/alfabank']",,,2024-08-26 12:41:09
38,alfa_bank/149340894588,Альфа-Банк,"Ломоносовский просп., 25, корп. 1, Москва",alfabank.ru,"'mon': 00:00-23:59, 'tue': 00:00-23:59, 'wed': 00:00-23:59, 'thu': 00:00-23:59, 'fri': 00:00-23:59, 'sat': 00:00-23:59, 'sun': 00:00-23:59",55.693597,37.532448,,['8 (800) 200-00-00Показать телефон'],"['https://ok.ru/alfabank', 'https://t.me/alfabank', 'https://vk.com/alfabank']",,,2024-08-26 12:41:09
39,alfa_bank/87491480020,Альфа-Банк,"Лесная ул., 12, микрорайон Юбилейный, Королёв",alfabank.ru,"'mon': 08:00-23:00, 'tue': 08:00-23:00, 'wed': 08:00-23:00, 'thu': 08:00-23:00, 'fri': 08:00-23:00, 'sat': 08:00-23:00, 'sun': 08:00-23:00",55.933953,37.843203,,['8 (800) 200-00-00Показать телефон'],"['https://ok.ru/alfabank', 'https://t.me/alfabank', 'https://vk.com/alfabank']",,,2024-08-26 12:41:09
40,alfa_bank/152615366715,Альфа-Банк,"ул. Перерва, 56/2, Москва",alfabank.ru,"'mon': 00:00-23:59, 'tue': 00:00-23:59, 'wed': 00:00-23:59, 'thu': 00:00-23:59, 'fri': 00:00-23:59, 'sat': 00:00-23:59, 'sun': 00:00-23:59",55.657850,37.747730,,['8 (800) 200-00-00Показать телефон'],"['https://ok.ru/alfabank', 'https://t.me/alfabank', 'https://vk.com/alfabank']",,,2024-08-26 12:41:09
41,alfa_bank/1388352424,Альфа-Банк,"Озёрная ул., 42, Москва",alfabank.ru,"'mon': 09:00-22:00, 'tue': 09:00-22:00, 'wed': 09:00-22:00, 'thu': 09:00-22:00, 'fri': 09:00-22:00, 'sat': 09:00-22:00, 'sun': 09:00-22:00",55.671431,37.446324,,['8 (800) 200-00-00Показать телефон'],"['https://ok.ru/alfabank', 'https://t.me/alfabank', 'https://vk.com/alfabank']",,,2024-08-26 12:41:09
42,alfa_bank/17940138785,Альфа-Банк,"Дмитровское ш., 73, стр. 2, Москва",alfabank.ru,"'mon': 10:00-22:00, 'tue': 10:00-22:00, 'wed': 10:00-22:00, 'thu': 10:00-22:00, 'fri': 10:00-22:00, 'sat': 10:00-22:00, 'sun': 10:00-22:00",55.856876,37.559092,,['8 (800) 200-00-00Показать телефон'],"['https://ok.ru/alfabank', 'https://t.me/alfabank', 'https://vk.com/alfabank']",,,2024-08-26 12:41:09
43,alfa_bank/198341037529,Альфа-Банк,"ул. Арбат, 4, стр. 1, Москва",alfabank.ru,"'mon': 10:00-20:00, 'tue': 10:00-20:00, 'wed': 10:00-20:00, 'thu': 10:00-20:00, 'fri': 10:00-20:00, 'sat': 10:00-18:00, 'sun': выходной",55.752329,37.598618,,['8 (800) 200-00-00Показать телефон'],"['https://ok.ru/alfabank', 'https://t.me/alfabank', 'https://vk.com/alfabank']",,,2024-08-26 12:41:09
44,alfa_bank/1328101244,Альфа-Банк,"Свободный просп., 20А, Москва",alfabank.ru,"'mon': выходной, 'tue': выходной, 'wed': выходной, 'thu': выходной, 'fri': выходной, 'sat': выходной, 'sun': выходной",55.751265,37.816343,,['8 (800) 200-00-00Показать телефон'],"['https://ok.ru/alfabank', 'https://t.me/alfabank', 'https://vk.com/alfabank']",50,23,2024-08-26 12:41:09
45,alfa_bank/143161853043,Альфа-Банк,,alfabank.ru,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной",55.608404,37.368901,,['8 (800) 200-00-00Показать телефон'],"['https://ok.ru/alfabank', 'https://t.me/alfabank', 'https://vk.com/alfabank']",,,2024-08-26 12:41:09
46,alfa_bank/103738470679,Альфа-Банк,"ул. Генерала Белова, 35, Москва",alfabank.ru,"'mon': 00:00-23:59, 'tue': 00:00-23:59, 'wed': 00:00-23:59, 'thu': 00:00-23:59, 'fri': 00:00-23:59, 'sat': 00:00-23:59, 'sun': 00:00-23:59",55.610830,37.723951,,['8 (800) 200-00-00Показать телефон'],"['https://ok.ru/alfabank', 'https://t.me/alfabank', 'https://vk.com/alfabank']",,,2024-08-26 12:41:09
47,alfa_bank/72163299630,Альфа-Банк,"Вельяминовская ул., 6, стр. 2, Москва",alfabank.ru,"'mon': 00:00-23:59, 'tue': 00:00-23:59, 'wed': 00:00-23:59, 'thu': 00:00-23:59, 'fri': 00:00-23:59, 'sat': 00:00-23:59, 'sun': 00:00-23:59",55.781834,37.722989,,['8 (800) 200-00-00Показать телефон'],"['https://ok.ru/alfabank', 'https://t.me/alfabank', 'https://vk.com/alfabank']",,,2024-08-26 12:41:09
48,alfa_bank/166509577330,Альфа-Банк,"Люблинская ул., 165, корп. 1, Москва",alfabank.ru,"'mon': 00:00-23:59, 'tue': 00:00-23:59, 'wed': 00:00-23:59, 'thu': 00:00-23:59, 'fri': 00:00-23:59, 'sat': 00:00-23:59, 'sun': 00:00-23:59",55.650069,37.745933,,['8 (800) 200-00-00Показать телефон'],"['https://ok.ru/alfabank', 'https://t.me/alfabank', 'https://vk.com/alfabank']",,,2024-08-26 12:41:09
49,alfa_bank/245494862531,Альфа-Банк,"Каширское ш., 14, Москва",alfabank.ru,"'mon': 08:00-23:00, 'tue': 08:00-23:00, 'wed': 08:00-23:00, 'thu': 08:00-23:00, 'fri': 08:00-23:00, 'sat': 08:00-23:00, 'sun': 08:00-23:00",55.664457,37.627059,,['8 (800) 200-00-00Показать телефон'],"['https://ok.ru/alfabank', 'https://t.me/alfabank', 'https://vk.com/alfabank']",,,2024-08-26 12:41:09
50,alfa_bank/215911386347,Альфа-Банк,"ул. Пресненский Вал, 7, стр. 1, Москва",alfabank.ru,"'mon': 00:00-23:59, 'tue': 00:00-23:59, 'wed': 00:00-23:59, 'thu': 00:00-23:59, 'fri': 00:00-23:59, 'sat': 00:00-23:59, 'sun': 00:00-23:59",55.767276,37.564383,,['8 (800) 200-00-00Показать телефон'],"['https://ok.ru/alfabank', 'https://t.me/alfabank', 'https://vk.com/alfabank']",,,2024-08-26 12:41:09
51,alfa_bank/100644938655,Альфа-Банк,"ул. Большая Полянка, 28, корп. 1, Москва",alfabank.ru,"'mon': 00:00-23:59, 'tue': 00:00-23:59, 'wed': 00:00-23:59, 'thu': 00:00-23:59, 'fri': 00:00-23:59, 'sat': 00:00-23:59, 'sun': 00:00-23:59",55.736012,37.618660,,['8 (800) 200-00-00Показать телефон'],"['https://ok.ru/alfabank', 'https://t.me/alfabank', 'https://vk.com/alfabank']",,,2024-08-26 12:41:09
52,alfa_bank/213397644316,Альфа-Банк,"ул. Мира, 26А, Мытищи",alfabank.ru,"'mon': 00:00-23:59, 'tue': 00:00-23:59, 'wed': 00:00-23:59, 'thu': 00:00-23:59, 'fri': 00:00-23:59, 'sat': 00:00-23:59, 'sun': 00:00-23:59",55.917005,37.726490,,['8 (800) 200-00-00Показать телефон'],"['https://ok.ru/alfabank', 'https://t.me/alfabank', 'https://vk.com/alfabank']",,,2024-08-26 12:41:09
53,alfa_bank/101868773881,Альфа-Банк,"бул. Ветеранов, с2, Мытищи",alfabank.ru,"'mon': 09:00-21:00, 'tue': 09:00-21:00, 'wed': 09:00-21:00, 'thu': 09:00-21:00, 'fri': 09:00-21:00, 'sat': 09:00-21:00, 'sun': 09:00-21:00",55.909531,37.720027,,['8 (800) 200-00-00Показать телефон'],"['https://ok.ru/alfabank', 'https://t.me/alfabank', 'https://vk.com/alfabank']",,,2024-08-26 12:41:09
54,alfa_bank/222117069449,Альфа-Банк,"ул. Большая Ордынка, 21, стр. 2, Москва",alfabank.ru,"'mon': 00:00-23:59, 'tue': 00:00-23:59, 'wed': 00:00-23:59, 'thu': 00:00-23:59, 'fri': 00:00-23:59, 'sat': 00:00-23:59, 'sun': 00:00-23:59",55.740995,37.625015,,['8 (800) 200-00-00Показать телефон'],"['https://ok.ru/alfabank', 'https://t.me/alfabank', 'https://vk.com/alfabank']",,,2024-08-26 12:41:09
55,alfa_bank/1675022774,Альфа-Банк,"Алтуфьевское ш., 8, Москва",alfabank.ru,"'mon': 10:00-22:00, 'tue': 10:00-22:00, 'wed': 10:00-22:00, 'thu': 10:00-22:00, 'fri': 10:00-22:00, 'sat': 10:00-22:00, 'sun': 10:00-22:00",55.852794,37.585853,,['8 (800) 200-00-00Показать телефон'],"['https://ok.ru/alfabank', 'https://t.me/alfabank', 'https://vk.com/alfabank']",,,2024-08-26 12:41:09
56,alfa_bank/112746658033,Альфа-Банк,"Шарикоподшипниковская ул., 11, стр. 5, Москва",alfabank.ru,"'mon': 08:00-23:00, 'tue': 08:00-23:00, 'wed': 08:00-23:00, 'thu': 08:00-23:00, 'fri': 08:00-23:00, 'sat': 08:00-23:00, 'sun': 08:00-23:00",55.718568,37.676807,,['8 (800) 200-00-00Показать телефон'],"['https://ok.ru/alfabank', 'https://t.me/alfabank', 'https://vk.com/alfabank']",,,2024-08-26 12:41:09
57,alfa_bank/11451886439,Альфа-Банк,"1-й Магистральный тупик, вл9, Москва",alfabank.ru,"'mon': 09:00-21:00, 'tue': 09:00-21:00, 'wed': 09:00-21:00, 'thu': 09:00-21:00, 'fri': 09:00-21:00, 'sat': 09:00-21:00, 'sun': 09:00-21:00",55.765879,37.523905,,['8 (800) 200-00-00Показать телефон'],"['https://ok.ru/alfabank', 'https://t.me/alfabank', 'https://vk.com/alfabank']",,,2024-08-26 12:41:09
