name,date,text,stars,answer,load_time,city,id
Виталий П.,2023-09-07 08:10:39,"Звонил на горячую линию 2 раза, спрашивал, могу ли я снять доллары со своего счета без предварительного заказа, на что получил положительный ответ от разных операторов. Сказали, что именно в этом отделении могу. Ехал сюда я 3 часа, ещё 30 минут парковался. На деле оказалось, что деньги надо заказывать. Теперь обратно буду ехать 3 часа. Минус день из моей жизни. Спасибо.",1,"Виталий, здравствуйте.
Извините, что столкнулись с таким обслуживанием, для нас это не норма. 

Хотим разобраться и помочь. Напишите, пожалуйста, нам на почту ваши ФИО и дату рождения, а также прикрепите ссылку на этот комментарий.",,Москва,77578209805
Алёна Цуприк,2023-05-20 13:37:02,"Я уже почти год обслуживаюсь в этом банке.Меня всё устраивает- и обслуживание,и тарифы.Сотрудники всегда вежливы и готовы помочь.Мне особенно нравится,что я могу оплачивать услуги через банкомат без комиссии.",5,,,Москва,77578209805
Чеховский Евгений,2024-01-04 15:47:28,Альфа-банк мне очень сильно понравился тем что они очень быстро и качественно обслуживают своих клиентов,5,,,Москва,77578209805
Анита Витолиньш,2023-02-11 15:39:13,"Давно работаю с Альфа банком, до сих пор пользуюсь из услугами. С каждым годом банк совершенствуется, растет, процветает. Отношение к клиентам всегда на высоте, с персоналом приятно общаться, чувствуешь себя выслушанным, понятым, сервис конечно не сравнить с другими банками!",5,,,Москва,77578209805
Алеся,2023-06-14 20:55:00,"В этом офисе не могу не отметить оперативную работу сотрудников, нужно было быстро получить дебетовку, а вечером после работы всегда полно людей. Вот и я попала на очереди, но персонал работу свою выполняет качсетвенно и быстро, так что ушла оттуда спустя минут 10 от силы",5,,,Москва,77578209805
Дмитрий К.,2023-04-12 13:48:49,"Приехал внести выручку, как юр лицо. 
Вщял талон.
В одно окно, нет ни к нам, вам в кассу, в кассе ой вы в первый раз, вам нада назад в то окно. После него опять в кассу, ой у вас не правильно фамилию написали... пошёл назад, исправить могут только через поддержку, написали заявление, сказали 10-30 минут надо подождать, сижу жду. Прошло 30 минут, извините не понятно смогу сегодня или нет исправить...взяли телефон, сказали перезвонят.
Перезвонили все ок.
На следующей день, нашёл адрес рядом с собой, м.Анинно, приезжаю, у нас нет кассы, смотрите на сайте что там была операционная касса. Посмотрел, есть такое. М.Чертановская. Приехал, кассы у нас нет...езжайте на м. Варшавская. 
Это норм ?!",2,"Здравствуйте, Дмитрий!
На нас не похоже 😳 Отправьте, пожалуйста, письмо на smm@alfabank.ru, а в нём укажите ваши ФИО и дату рождения, описание ситуации, обязательно всё проверим и проработаем с сотрудниками.",,Москва,77578209805
Даниил Фатеев,2024-03-22 13:07:42,"Я считаю , что это лучший банк .
Уже несколько лет обслуживаюсь здесь и всегда остаюсь довольным . Обслуживание всегда быстрое , четкое и вежливое.",5,,,Москва,77578209805
Ром К.,2024-01-16 15:53:01,"Посетил отделение банка для разъяснений по использованию интернет-банка. Сотрудница провела мастер-класс, подробно объяснив все шаги. Ушёл с уверенностью, что сделал правильный выбор, открыв карту здесь.",5,,,Москва,77578209805
Александр,2023-07-30 20:25:32,"Обслуживания отличное к клиентам относятся с уважением, ожидание происходит быстро, обслуживание отличное, стоит 3 банкомата работает круглосуточно. На щите кридита я не могу сказать так как я не брал.",5,,,Москва,77578209805
Максим С,2023-07-13 01:55:00,"Сегодня посетил это отделение и остался доволен! Персонал вежливый и приветливый. Зал очень чистый, без малейшей пылинки! входная зона оборудована местом для ожидания, где можно выпить кофе и посмотреть телевизор, что очень удобно,если нужно подождать.",5,,,Москва,77578209805
Николай К.,2024-04-23 16:44:06,"Последовав совету друзей, летом обратился сюда для открытия счета. Процесс прошел оперативно и без сложностей. Уровень обслуживания меня приятно удивил",5,,,Москва,77578209805
Зирина Сибагатуллина,2023-03-19 05:13:47,"Всегда приятно, когда быстро решают вопросы с картой. Ни разу не было задержек, очень внимательно отнеслись к моей пожилой маме, которая в этот раз была со мной, проводили к креслу, предложили воды. Именно такие мелочи и заставляют возвращаться)",5,,,Москва,77578209805
Ivanova99,2024-02-14 19:41:37,"Это мое любимое отделение банка. Здесь обычно небольшая очередь благодаря оперативной работе персонала. Время ожидания минимально, а качество обслуживания на высоком уровне.",5,,,Москва,77578209805
Мария Саланова,2024-04-27 17:22:07,"Это отличное отделение с выдающимся обслуживанием. Сотрудники не навязывают дополнительные услуги, все четко и понятно. По моему мнению, здесь одна из лучших ставок в городе!",5,,,Москва,77578209805
Евгения Копытцева(Александрова),2023-08-27 13:02:28,"Детские карты были оформлены для моих детей - сына и дочери. Очень приятный бонус - хороший кэшбек на все виды покупок. Менеджер по имени Полина также установила лимиты на карты, что позволяет следить за тратами детей.",5,,,Москва,77578209805
Александра Б.,2023-03-30 19:21:35,"Я самозанятый и мне удобно пользоваться альфой и держать тут счет. Кроме этого в начале все этого я не совсем разобралась что к чему, альфа мне помог даже в этом – на сайте вся инфа расписана понятно и доступным языком, а технической поддержки миллион раз спасибо за ответы на вопросы и помощь.",5,,,Москва,77578209805
Любовь,2024-02-11 04:59:16,"Обратилась в офис для консультации по страхованию. Сотрудник был профессионален и подробно объяснил всё. Рекомендую этот офис всем,кто ищет финансовые консультации.",5,,,Москва,77578209805
Ксения,2023-06-18 05:45:33,"при входе вас встретит вежливый администратор, который сразу направит вас к нужному специалисту.в отделении всегда чисто и уютно, а без очередей все операции выполняются быстро и качественно.весь коллектив сотрудников очень приятный и всегда готов помочь и дать консультацию",5,,,Москва,77578209805
Елена Романова,2023-06-26 08:20:53,"Попадаю всегда к отличным сотрудникам. Молодые люца, приятный сервис, умные и квалифицированные. Помогли мне оформить кредитную карту тут с повышенным лимитом минут за 5-10",5,,,Москва,77578209805
Анна Кукушкина,2023-07-15 12:57:13,"Быстрое обслуживание! Вежливые отношение,помогли в вопросе со страховкой,найти и распечатать документы. Огромное спасибо!",5,,,Москва,77578209805
Екатерина Т.,2024-03-27 18:27:42,Обслуживаюсь много лет. Всегда замечательный сервис.,5,,,Москва,77578209805
Таня Борт,2023-10-17 08:01:17,"Удобное месторасположение отделений, наличие банкоматов и возможность оплаты кредиторов в любом филиале без комиссии - это действительно подарок для клиентов. Обслуживание здесь на высшем уровне. Могу утверждать, что мне ни разу не довелось столкнуться с грубостью или отказом в обслуживании.",5,,,Москва,77578209805
Лилия Маргарян,2023-07-10 15:51:02,"Карта Альфа-Банка изначально досталась мне через работу, а затем по моей рекомендации её оформил мой супруг. Теперь мы также получили карту для моих родителей, чтобы переводить деньги на неё.Мне нравится их сервис и бесплатное обслуживание.",5,,,Москва,77578209805
Виктор Юрьевич,2023-06-28 10:25:29,"Большой плюс в карму сотрудников-знание своих продуктов. Какой вопрос не задай-всегда помогают разобраться не только с банальными условиями по дебетовкам, но и с кредитами и рефинансированием",5,,,Москва,77578209805
Людмила Воробьева,2023-06-24 18:30:54,"Сотруднице отделения большое спасибо. Помогла мне оперативно разобраться с рефинансированием и его условиями, очень быстро пришло одобрение, так что сейчас плачу гораздо меньше, чем раньше)",5,,,Москва,77578209805
Екатерина Михальская,2023-05-03 13:03:35,"Спасибо,персонал вежливый,отношение к клиентам доброжелательное,обслуживание быстрое и оперативное,время ожидания в очереди менее пяти минут",5,,,Москва,77578209805
Елисей,2023-07-13 11:13:28,"Мне нравится тут обслуживаться в этом офисе, сервис не навязчивый, а персонал помогает разобраться с условями. Недавно сотрудница оформила со мной вместе кредитку за минут 10)",5,,,Москва,77578209805
Ксения К.,2023-11-16 01:24:29,"В отделении грамотно организована работа, никогда нет очередей. Обслуживание происходит в спокойном темпе, быстро и качественно.",5,,,Москва,77578209805
Igor Eroshin,2023-06-29 12:46:46,"Один из самых любимых банков. Рекомендую. Не один кредит там брал. Сервисы работают бесперебойно. 
Очень удобная функция Семейного счета.",5,,,Москва,77578209805
Анастасия TF-882 Помошник,2023-07-02 08:10:40,Ни разу не пришлось жалеть о выборе Альфа-банка. Всегда выгодные акции и предложения. Сотрудники рассказывают в отделении об интерсеных акциях по типу приведи друга или Альфа-чек,5,,,Москва,77578209805
Светлана Никифорова,2024-04-15 17:43:43,"Офис банка просторный, что уменьшает количество очередей. Условия рассрочки здесь великолепные. Проблемы решаются быстро, менеджеры дают чёткие и понятные объяснения, избегая лишней информации.",5,,,Москва,77578209805
Юлия Катышкина,2023-01-19 19:11:12,"Хотелось бы выразить благодарность сотруднику отделения Рагиму. Спасибо за его клиентоориентированность, профессионализм и отзывчивость! 
Помог за час решить проблему, на решение которой должно было изначально уйти от месяца до полугода! 
Большое спасибо!",5,,,Москва,77578209805
Елена Нестюк,2023-04-19 19:24:17,"Никогда не было никаких проблем с обслуживанием и работой сотрудников. В банке всегда чисто и опрятно. Обслуживание проходит быстро. Сотрудники всегда вежливые, внимательные и доброжелательные.",5,,,Москва,77578209805
Гульнара Д.,2023-06-19 13:01:55,"Мне очень нравится формат офисов, как у Альфа-Банка. Они действительно уютные, здесь можно расслабиться и спокойно обсудить свой вопрос с сотрудником банка в комфортной обстановке, без спешки. Я хочу отметить прекрасную работу персонала в этом отделении, такое редко где встретишь.",5,,,Москва,77578209805
Анастасия,2023-06-25 14:07:54,"Этот банк всегда старается итди на встречу своим клиентам. Поэтому, когда у меня возникла проблема с погашение кредита, я не стала ждать ответа от сотрудников банка, а сразу же обратилась в отделение. Все прошло быстро и четко.",5,,,Москва,77578209805
Петр К.,2023-09-30 13:47:45,"Отвратительный филиал. Безразличные сотрудники, чтобы установить приложение на ios- потребовалось 20 минут. На вопрос о том, где же сотрудник - был раздраженный ответ «он занят».
К тому же гигантские очереди",1,"Приветствуем!
Из-за большого количества клиентов и обращений иногда может возникать очередь.",,Москва,77578209805
Артур Мельников,2023-04-27 17:55:59,В целом отвратительный банк. Конкретные фото обмана Банка прикладываю. 1) хотите взять кредитку - будьте готовы что Вам когда захотят и увеличат Лимит (насильно) даже если отказываетесь 2) дозвониться невозможно (от 20-60 минут) 3) лож по поводу переводов без комиссии 4) льготного периода или нет или 100 дней (год это маркетинг ),1,"Здравствуйте, Артур!
Жаль, что у вас сложилось такое мнение. 
1) Мы можем увеличить лимит, если вы активно пользуетесь картой и вовремя погашаете задолженность. Если вы просите его уменьшить, то мы можем помочь на горячей линии или в чате.
2) На линии бывает нагрузка, но стараемся помочь всем. Простите за долгое ожидание.
3) Если вы подключаете услугу Бесплатные переводы, то комиссию за переводы брать не будем.
4) Льготный период 1 год предоставляем на покупки в первые 30 дней. Вы можете не пользоваться картой после 30 дня, чтобы сохранить его. Но это уже на ваше усмотрение.",,Москва,77578209805
Лариса Х,2023-10-08 11:41:08,"В Альфа сейчас неплохое обслуживание и продуктовая линейка. Это отделение не лучше, не хуже остальных.Все что нужно выполняют.",5,,,Москва,77578209805
Анна Переверзева,2023-07-31 18:36:20,"Великолепное отделение Альфа банка! Всякий раз, когда посещаю его, улыбка сами появляется на лице. Персонал всегда радушен и услуги оказываются оперативно и четко! Обслуживание на высшем уровне, а очередей совсем нет. Места для ожидания тоже есть, что очень удобно.",5,,,Москва,77578209805
