,ID,name,address,website,opening_hours,lat,lon,rating,phone,social,Персонал,Время ожидания,Банкомат,Расположение,График работы,Кредит,Ипотека,Ремонт,load_time
10,sberbank/1115474555,СберБанк,"ул. Атарбекова, 21, Фестивальный микрорайон, Краснодар",www.sberbank.com,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 09:00-15:00, 'sun': выходной, ",45.059606,38.952513,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",83,61,61,89,,,,95,2024-07-29 05:17:46
11,sberbank/1019256948,СберБанк,"ул. имени 40-летия Победы, 33/1, Краснодар",www.sberbank.com,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной, ",45.055945,39.008550,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'http://vk.com/bankdruzey']",85,73,69,100,,,,,2024-07-29 05:17:46
12,sberbank/168010845902,СберБанк,"Северная ул., 288, Краснодар",www.sberbank.com,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной, ",45.041980,38.961892,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/Sber_Business_Live_bot', 'https://vk.com/careersber']",81,74,83,100,,,,,2024-07-29 05:17:46
13,sberbank/145424245397,СберБанк,"Красноармейская ул., 34, Центральный внутригородской округ, микрорайон Центральный, Краснодар",www.sberbank.com,"'mon': 08:30-18:00, 'tue': 08:30-18:00, 'wed': 08:30-18:00, 'thu': 08:30-18:00, 'fri': 08:30-18:00, 'sat': 09:00-14:00, 'sun': выходной, ",45.022361,38.972267,"4,5",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sber/', 'https://t.me/sberbank', 'https://vk.com/sberbank']",73,59,80,77,,39,45,,2024-07-29 05:17:46
14,sberbank/196347662833,СберБанк,"Ставропольская ул., 184, Краснодар",www.sberbank.com,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 10:00-15:00, 'sun': выходной, ",45.020602,39.013474,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",86,58,77,100,,,,,2024-07-29 05:17:46
15,sberbank/1061941621,СберБанк,"ул. Селезнёва, 136, Краснодар",www.sberbank.com,"'mon': выходной, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:30, 'fri': 09:00-18:00, 'sat': 09:00-16:00, 'sun': выходной, ",45.022578,39.043773,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",87,75,67,94,,,,,2024-07-29 05:17:46
16,sberbank/1055502271,СберБанк,"Ставропольская ул., 96, Краснодар",www.sberbank.com,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной, ",45.019137,38.997798,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",92,71,69,87,15,,,,2024-07-29 05:17:46
17,sberbank/1052792293,СберБанк,"просп. Чекистов, 36, микрорайон Юбилейный, Краснодар",www.sberbank.com,"'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': 09:00-15:00, 'sun': выходной, ",45.031751,38.917524,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",77,63,55,79,,,,83,2024-07-29 05:17:46
18,sberbank/13422974371,СберБанк,"ул. Ленина, 42, Центральный внутригородской округ, микрорайон Центральный, Краснодар",www.sberbank.com,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной, ",45.023807,38.969510,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",80,66,76,95,,,,,2024-07-29 05:17:46
19,sberbank/1062027761,СберБанк,"ул. Селезнёва, 86/1, Краснодар",www.sberbank.com,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной, ",45.025807,39.033470,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",81,74,60,100,,,,,2024-07-29 05:17:46
20,sberbank/1081545190,СберБанк,"Уральская ул., 129, Краснодар",www.sberbank.com,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 09:00-15:00, 'sun': выходной, ",45.040795,39.096801,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",81,71,59,75,,18,,,2024-07-29 05:17:46
21,sberbank/1025686151,СберБанк,"Сормовская ул., 9/5, Краснодар",www.sberbank.com,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной, ",45.024527,39.066492,"4,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",82,74,71,95,,75,71,,2024-07-29 05:17:46
22,sberbank/1101876700,СберБанк,"Трамвайная ул., 1/1, Краснодар",www.sberbank.com,"'mon': выходной, 'tue': выходной, 'wed': выходной, 'thu': выходной, 'fri': выходной, 'sat': выходной, 'sun': выходной, ",45.013708,39.056862,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",82,75,87,96,,,,,2024-07-29 05:17:46
23,sberbank/65547146861,СберБанк,"Целиноградская ул., 6А, посёлок Берёзовый",www.sberbank.com,"'mon': 09:00-17:00, 'tue': 09:00-17:00, 'wed': 09:00-17:00, 'thu': 09:00-17:00, 'fri': 09:00-17:00, 'sat': выходной, 'sun': выходной, ",45.145416,38.998580,"4,8",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",82,57,72,100,27,,,,2024-07-29 05:17:46
24,sberbank/1081400119,СберБанк,"просп. Чекистов, 15/1, микрорайон Юбилейный, Краснодар",www.sberbank.com,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 09:00-14:00, 'sun': выходной, ",45.030948,38.910607,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",85,67,82,89,60,,,,2024-07-29 05:17:46
25,sberbank/17694172180,СберБанк,"Ставропольская ул., 254, Краснодар",www.sberbank.com,"'mon': 08:30-18:30, 'tue': 08:30-18:30, 'wed': 08:30-18:30, 'thu': 09:00-18:00, 'fri': 08:30-18:30, 'sat': 09:00-14:00, 'sun': выходной, ",45.015938,39.042912,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",83,72,82,100,,,,90,2024-07-29 05:17:46
26,sberbank/1263283744,СберБанк,"ул. Тургеневское ш., 27, аул Новая Адыгея",www.sberbank.com,"'mon': 10:00-22:00, 'tue': 10:00-22:00, 'wed': 10:00-22:00, 'thu': 10:00-22:00, 'fri': 10:00-22:00, 'sat': 10:00-22:00, 'sun': 10:00-22:00, ",45.013103,38.929103,"4,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",86,71,50,94,91,,,,2024-07-29 05:17:46
27,sberbank/54702520127,СберБанк,"Сормовская ул., 118, Краснодар",www.sberbank.com,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 10:00-15:00, 'sun': выходной, ",45.032120,39.096855,"4,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",87,80,75,95,,,,,2024-07-29 05:17:46
28,sberbank/1113187592,СберБанк,"ул. Трудовой Славы, 14/1, Карасунский внутригородской округ, микрорайон Гидростроителей, Краснодар",www.sberbank.com,"'mon': 08:30-18:00, 'tue': 08:30-18:00, 'wed': 08:30-18:00, 'thu': 08:30-18:00, 'fri': 08:30-18:00, 'sat': 09:00-15:00, 'sun': выходной, ",45.005399,39.071846,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",81,56,47,100,,,,,2024-07-29 05:17:46
29,sberbank/1055601031,СберБанк,"ул. Трудовой Славы, 25, Карасунский внутригородской округ, микрорайон Гидростроителей, Краснодар",www.sberbank.com,"'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': выходной, 'sun': выходной, ",45.006686,39.080829,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",80,58,48,92,,,,,2024-07-29 05:17:46
30,sberbank/52691613457,СберБанк,"Рязанская ул., 20, посёлок Лорис",www.sberbank.com,"'mon': выходной, 'tue': 08:30-16:30, 'wed': 08:30-16:30, 'thu': 08:30-16:30, 'fri': 08:30-16:30, 'sat': 09:00-15:00, 'sun': выходной, ",45.090482,39.120068,"4,3",['8 (800) 555-55-50Показать телефон'],['https://vk.com/sberbank'],,,,,,,,,2024-07-29 05:17:46
31,sberbank/1052733211,СберБанк,"ул. Гагарина, 148, корп. 4, п. г. т. Яблоновский",www.sberbank.com,"'mon': 08:30-17:30, 'tue': 08:30-17:30, 'wed': 08:30-17:30, 'thu': 08:30-17:30, 'fri': 08:30-17:30, 'sat': выходной, 'sun': выходной, ",44.992071,38.930981,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",77,65,65,95,50,,,,2024-07-29 05:17:46
32,sberbank/36085452340,СберБанк,"ул. Шевченко, 89, станица Елизаветинская",www.sberbank.com,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 09:00-15:00, 'sun': выходной, ",45.048495,38.803412,"4,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",87,53,34,91,67,,,,2024-07-29 05:17:46
33,sberbank/1023914685,СберБанк,"Промышленная ул., 2/3, п. г. т. Яблоновский",www.sberbank.com,"'mon': 08:30-16:30, 'tue': 08:30-16:30, 'wed': 08:30-16:30, 'thu': 08:30-16:30, 'fri': 08:30-16:30, 'sat': выходной, 'sun': выходной, ",44.990631,38.950843,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",59,83,42,,,,,,2024-07-29 05:17:46
34,sberbank/200778592628,СберБанк,"ул. Ленина, 25, п. г. т. Тлюстенхабль",www.sberbank.com,"'mon': 09:00-15:45, 'tue': выходной, 'wed': 09:00-15:45, 'thu': выходной, 'fri': 09:00-15:45, 'sat': выходной, 'sun': выходной, ",44.982854,39.103691,"3,8",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,,,,2024-07-29 05:17:46
35,sberbank/1106528816,СберБанк,"Октябрьская ул., 2А, посёлок Лазурный",www.sberbank.com,"'mon': выходной, 'tue': 08:00-16:00, 'wed': 08:00-16:00, 'thu': 08:00-16:00, 'fri': 08:00-16:00, 'sat': 08:00-12:45, 'sun': выходной, ",45.152332,39.127263,"3,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,,,,2024-07-29 05:17:46
