,ID,name,address,website,opening_hours,lat,lon,rating,phone,social,Персонал,Время ожидания,Ипотека,Кредит,Расположение,Банкомат,Ремонт,График работы,load_time
10,sberbank/1147139328,СберБанк,"ул. Юрша, 100, Пермь",www.sberbank.com,"'mon': 08:30-19:00, 'tue': 08:30-19:00, 'wed': 08:30-19:00, 'thu': 08:30-19:00, 'fri': 08:30-19:00, 'sat': 09:30-16:00, 'sun': выходной, ",58.001056,56.301542,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",82,57,,,88,42,71,30,2024-07-29 14:07:27
11,sberbank/1136743916,СберБанк,"Уральская ул., 69/1, Пермь",www.sberbank.com,"'mon': 09:00-18:30, 'tue': 09:00-18:30, 'wed': 09:00-18:30, 'thu': 09:00-18:30, 'fri': 09:00-18:30, 'sat': выходной, 'sun': выходной, ",58.029236,56.299835,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",83,57,,,100,27,,,2024-07-29 14:07:27
12,sberbank/1162294153,СберБанк,"бул. Гагарина, 60, Пермь",www.sberbank.com,"'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': выходной, 'sun': выходной, ",58.000227,56.286190,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",87,58,,,100,55,,,2024-07-29 14:07:27
13,sberbank/242400129067,СберБанк,"ул. Мира, 45, Пермь",www.sberbank.com,"'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': выходной, 'sun': выходной, ",57.976787,56.183432,"4,7",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://vk.com/sberbank', 'https://youtube.com/sberbank']",70,52,45,,,,,,2024-07-29 14:07:27
14,sberbank/1246059373,СберБанк,"ул. Революции, 7, Пермь",www.sberbank.com,"'mon': выходной, 'tue': выходной, 'wed': выходной, 'thu': выходной, 'fri': выходной, 'sat': выходной, 'sun': выходной, ",58.006364,56.270676,"4,3",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sber/', 'https://vk.com/sberbank']",80,74,,,,27,,,2024-07-29 14:07:27
15,sberbank/134739859376,СберБанк,"ул. 1905 года, 2, Пермь",www.sberbank.com,"'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': 10:00-14:30, 'sun': выходной, ",58.037946,56.318565,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",71,53,,,100,,,,2024-07-29 14:07:27
16,sberbank/1090013937,СберБанк,"ул. Луначарского, 105, Пермь",www.sberbank.ru,"'mon': выходной, 'tue': выходной, 'wed': выходной, 'thu': выходной, 'fri': выходной, 'sat': выходной, 'sun': выходной, ",58.002686,56.215849,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",74,57,,,100,54,,,2024-07-29 14:07:27
17,sberbank/192370255185,СберБанк,"ул. Солдатова, 16, Пермь",www.sberbank.com,"'mon': 09:00-19:30, 'tue': 09:00-19:30, 'wed': 09:00-19:30, 'thu': 09:00-19:30, 'fri': 09:00-19:30, 'sat': 10:00-15:30, 'sun': выходной, ",57.965183,56.223730,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",81,52,,,100,62,,40,2024-07-29 14:07:27
18,sberbank/1118152509,СберБанк,"ул. Тургенева, 25, Пермь",www.sberbank.com,"'mon': 09:30-18:30, 'tue': 09:30-18:30, 'wed': 09:30-18:30, 'thu': 09:30-18:30, 'fri': 09:30-18:30, 'sat': выходной, 'sun': выходной, ",58.017068,56.294050,"4,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",86,59,,,,,,,2024-07-29 14:07:27
19,sberbank/1071631302,СберБанк,"ул. Чкалова, 38А, Пермь",www.sberbank.com,"'mon': 09:30-18:30, 'tue': 09:30-18:30, 'wed': 09:30-18:30, 'thu': 09:30-18:30, 'fri': 13:21-18:30, 'sat': выходной, 'sun': выходной, ",57.986288,56.250509,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",81,67,,,,43,,,2024-07-29 14:07:27
20,sberbank/1116055017,Сбер,"ш. Космонавтов, 110, Пермь",www.sberbank.com,"'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': выходной, 'sun': выходной, ",57.991755,56.197886,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",88,52,,,,67,,,2024-07-29 14:07:27
21,sberbank/1191434503,СберБанк,"ул. Солдатова, 34, Пермь",www.sberbank.com,"'mon': 09:30-19:00, 'tue': 09:30-19:00, 'wed': 09:30-19:00, 'thu': 09:30-19:00, 'fri': 09:30-19:00, 'sat': 10:00-13:30, 'sun': выходной, ",57.973613,56.236073,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",73,42,,,75,32,,,2024-07-29 14:07:27
22,sberbank/1167886331,СберБанк,"ул. Мира, 6А, Пермь",www.sberbank.com,"'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': выходной, 'sun': выходной, ",57.984861,56.207121,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",92,65,,,93,52,,,2024-07-29 14:07:27
23,sberbank/1109198351,СберБанк,"ш. Космонавтов, 349, Пермь",www.sberbank.ru,"'mon': 08:30-18:00, 'tue': 08:30-18:00, 'wed': 08:30-18:00, 'thu': 08:30-18:00, 'fri': 08:30-18:00, 'sat': 09:00-14:00, 'sun': выходной, ",57.958200,56.130300,"4,4",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://vk.com/sberbank']",85,73,,,75,,,,2024-07-29 14:07:27
24,sberbank/1026393651,СберБанк,"ул. Юрша, 62, Пермь",www.sberbank.com,"'mon': 09:30-18:30, 'tue': 09:30-18:30, 'wed': 09:30-18:30, 'thu': 09:30-18:30, 'fri': 09:30-18:30, 'sat': выходной, 'sun': выходной, ",58.008557,56.309959,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",88,58,,,,47,,18,2024-07-29 14:07:27
25,sberbank/1203401899,СберБанк,"ул. Ивана Франко, 46, Пермь",www.sberbank.com,"'mon': 08:30-18:30, 'tue': 08:30-18:30, 'wed': 08:30-18:30, 'thu': 08:30-18:30, 'fri': 08:30-18:30, 'sat': 09:30-15:00, 'sun': выходной, ",58.061988,56.359546,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",93,61,,,91,64,,,2024-07-29 14:07:27
26,sberbank/1148868446,СберБанк,"Краснополянская ул., 28, Пермь",www.sberbank.com,"'mon': 09:30-19:00, 'tue': 09:30-19:00, 'wed': 09:30-19:00, 'thu': 09:30-19:00, 'fri': 09:30-19:00, 'sat': 10:00-14:30, 'sun': выходной, ",57.972157,56.275347,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",87,83,,,100,,,,2024-07-29 14:07:27
27,sberbank/1049648858,СберБанк,"ул. Костычева, 42А, Пермь",www.sberbank.com,"'mon': 09:30-18:30, 'tue': 09:30-18:30, 'wed': 09:30-18:30, 'thu': 09:30-18:30, 'fri': 09:30-18:30, 'sat': выходной, 'sun': выходной, ",58.037127,56.133017,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",88,79,,,100,65,,,2024-07-29 14:07:27
28,sberbank/1128759478,СберБанк,"Запорожская ул., 11А, Пермь",www.sberbank.com,"'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': 10:00-14:00, 'sun': выходной, ",57.982012,56.291822,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",85,36,,,91,32,,,2024-07-29 14:07:27
29,sberbank/1218958149,СберБанк,"ул. Адмирала Ушакова, 36, Пермь",www.sberbank.com,"'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': 10:00-15:00, 'sun': выходной, ",58.032248,56.013614,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",83,50,,,92,,,,2024-07-29 14:07:27
30,sberbank/1039255393,СберБанк,"ул. Мира, 122/2, Пермь",www.sberbank.com,"'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': 09:00-13:30, 'sun': выходной, ",57.970611,56.158692,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",86,73,,,,48,,,2024-07-29 14:07:27
31,sberbank/1090875470,СберБанк,"ул. Мильчакова, 19, Пермь",www.sberbank.com,"'mon': 09:30-18:30, 'tue': 09:30-18:30, 'wed': 09:30-18:30, 'thu': 09:30-18:30, 'fri': 09:30-18:30, 'sat': выходной, 'sun': выходной, ",57.994064,56.229623,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",70,53,,,100,74,,45,2024-07-29 14:07:27
32,sberbank/1034709081,СберБанк,"просп. Декабристов, 22, Пермь",www.sberbank.com,"'mon': 09:30-18:30, 'tue': 09:30-18:30, 'wed': 09:30-18:30, 'thu': 09:30-18:30, 'fri': 09:30-18:30, 'sat': выходной, 'sun': выходной, ",57.978004,56.204766,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",88,46,,,100,39,,,2024-07-29 14:07:27
33,sberbank/1700901824,СберБанк,,,"'mon': выходной, 'tue': выходной, 'wed': выходной, 'thu': выходной, 'fri': выходной, 'sat': выходной, 'sun': выходной, ",63.183910,56.229441,"4,4",['8 (800) 555-55-50Показать телефон'],['https://vk.com/sberbank'],87,67,,,,69,,,2024-07-29 14:07:27
34,sberbank/1059483968,СберБанк,"ул. Космонавта Леонова, 60, Пермь",www.sberbank.com,"'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': выходной, 'sun': выходной, ",57.964677,56.176559,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",85,80,,,100,65,,,2024-07-29 14:07:27
35,sberbank/29456485180,СберБанк,"просп. Декабристов, 2, Пермь",www.sberbank.com,"'mon': 09:30-19:00, 'tue': 09:30-19:00, 'wed': 09:30-19:00, 'thu': 09:30-19:00, 'fri': 09:30-19:00, 'sat': выходной, 'sun': выходной, ",57.980924,56.214181,"4,4",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://vk.com/sberbank']",73,52,,,,24,,13,2024-07-29 14:07:27
36,sberbank/46664806127,СберБанк,"Ветлужская ул., 99, Пермь",www.sberbank.com,"'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': 10:00-14:30, 'sun': выходной, ",58.045158,56.088210,"4,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",88,57,,,100,61,,,2024-07-29 14:07:27
37,sberbank/1012983490,СберБанк,"ул. Вильямса, 14, Пермь",www.sberbank.com,"'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': 09:30-15:00, 'sun': выходной, ",58.103751,56.298749,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",85,57,,,100,57,,,2024-07-29 14:07:27
38,sberbank/1037177070,СберБанк,"Парковый просп., 40А, Пермь",www.sberbank.com,"'mon': 09:30-18:30, 'tue': 09:30-18:30, 'wed': 09:30-18:30, 'thu': 09:30-18:30, 'fri': 09:30-18:30, 'sat': выходной, 'sun': выходной, ",57.997093,56.160803,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",88,58,,,,,,,2024-07-29 14:07:27
39,sberbank/227619796481,СберБанк,"ул. Кабельщиков, 85, Пермь",www.sberbank.com,"'mon': 09:30-19:30, 'tue': 09:30-19:30, 'wed': 09:30-19:30, 'thu': 09:30-19:30, 'fri': 09:30-19:30, 'sat': 09:00-15:00, 'sun': выходной, ",58.111122,56.288741,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",89,71,,,,,,,2024-07-29 14:07:27
40,sberbank/202460852280,СберБанк,"Уссурийская ул., 13/1, Пермь",www.sberbank.com,"'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': 09:30-13:30, 'sun': выходной, ",58.088635,56.411846,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",95,76,,,85,,,,2024-07-29 14:07:27
41,sberbank/4766342484,СберБанк,"ул. Садовое Кольцо, 14, д. Кондратово",www.sberbank.com,"'mon': выходной, 'tue': выходной, 'wed': выходной, 'thu': выходной, 'fri': выходной, 'sat': выходной, 'sun': выходной, ",57.974773,56.101801,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,,,,2024-07-29 14:07:27
42,sberbank/1027989898,СберБанк,"ул. Академика Веденеева, 51, Пермь",www.sberbank.com,"'mon': 08:30-19:00, 'tue': 08:30-19:00, 'wed': 08:30-19:00, 'thu': 08:30-19:00, 'fri': 08:30-19:00, 'sat': 09:30-13:30, 'sun': выходной, ",58.107650,56.380522,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",83,50,,,,47,,,2024-07-29 14:07:27
43,sberbank/96079752242,СберБанк,"ул. Маршала Рыбалко, 90, Пермь",www.sberbank.com,"'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': 10:00-15:30, 'sun': выходной, ",58.009663,55.965383,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",84,69,,,,,,,2024-07-29 14:07:27
44,sberbank/44036978009,СберБанк,"ул. Маршала Рыбалко, 36, Пермь",www.sberbank.com,"'mon': 09:00-19:30, 'tue': 09:00-19:30, 'wed': 09:00-19:30, 'thu': 09:00-19:30, 'fri': 09:00-19:30, 'sat': 10:00-15:30, 'sun': выходной, ",58.005746,55.952772,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",85,67,,,100,81,,,2024-07-29 14:07:27
45,sberbank/1070577712,СберБанк,"Ласьвинская ул., 19, Пермь",www.sberbank.com,"'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': 10:00-14:30, 'sun': выходной, ",58.001882,55.944057,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",85,54,,,,71,,,2024-07-29 14:07:27
46,sberbank/1776232354,СберБанк,"Социалистическая ул., 24, Пермь",www.sberbank.com,"'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': выходной, 'sun': выходной, ",58.133123,56.393737,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",73,58,,,,53,,,2024-07-29 14:07:27
47,sberbank/1062094807,СберБанк,"ул. Карпинского, 107, Пермь",www.sberbank.ru,"'mon': выходной, 'tue': выходной, 'wed': выходной, 'thu': выходной, 'fri': выходной, 'sat': выходной, 'sun': выходной, ",57.964607,56.199982,"4,1",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://vk.com/sberbank']",65,64,,,,33,,,2024-07-29 14:07:27
48,sberbank/24576120515,СберБанк,"ул. Мира, 45, Пермь",www.sberbank.com,"'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': 10:00-17:00, 'sun': выходной, ",57.976787,56.183432,"4,4",['8 (800) 555-55-50Показать телефон'],['https://vk.com/sberbank'],,,,,,,,,2024-07-29 14:07:27
49,sberbank/1137227288,СберБанк,"ул. Александра Щербакова, 47А, Пермь",www.sberbank.com,"'mon': 09:30-18:30, 'tue': 09:30-18:30, 'wed': 09:30-18:30, 'thu': 09:30-18:30, 'fri': 09:30-18:30, 'sat': выходной, 'sun': выходной, ",58.126342,56.391329,"4,2",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",72,60,,,,,,,2024-07-29 14:07:27
50,sberbank/1228417353,СберБанк,"Мозырьская ул., 9А, Пермь",www.sberbank.com,"'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': выходной, 'sun': выходной, ",58.146169,56.440682,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",90,71,,,,,,,2024-07-29 14:07:27
51,sberbank/118167929340,СберБанк,"ул. Мира, 2, посёлок Новые Ляды, Пермь",www.sberbank.com,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной, ",58.050241,56.588770,"4,1",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,,,,2024-07-29 14:07:27
52,sberbank/1006339812,СберБанк,"ул. Некрасова, 22, посёлок Ферма",www.sberbank.com,"'mon': выходной, 'tue': 09:00-17:00, 'wed': 09:00-17:00, 'thu': 09:00-17:00, 'fri': 09:00-17:00, 'sat': 09:00-12:30, 'sun': выходной, ",57.899098,56.301650,"3,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,0,,5,2024-07-29 14:07:27
53,sberbank/72583024187,СберБанк,"ул. Генерала Панфилова, 14, Пермь",www.sberbank.com,"'mon': 08:30-19:00, 'tue': 08:30-19:00, 'wed': выходной, 'thu': 08:30-19:00, 'fri': 08:30-19:00, 'sat': выходной, 'sun': выходной, ",58.026534,55.841640,"3,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",82,,,,,,,10,2024-07-29 14:07:27
54,sberbank/1099315183,СберБанк,"ул. 50 лет Октября, 5, село Гамово",www.sberbank.com,"'mon': выходной, 'tue': 08:45-17:00, 'wed': 08:45-17:00, 'thu': 08:45-17:00, 'fri': 08:45-17:00, 'sat': 08:45-12:15, 'sun': выходной, ",57.869499,56.100661,"3,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,,,,2024-07-29 14:07:27
55,sberbank/4864016569,СберБанк,"Октябрьская ул., 43, село Нижние Муллы",www.sberbank.com,"'mon': выходной, 'tue': 08:30-16:45, 'wed': 08:30-16:45, 'thu': 08:30-16:45, 'fri': выходной, 'sat': выходной, 'sun': выходной, ",57.928199,55.876576,"4,1",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,,,,2024-07-29 14:07:27
56,sberbank/1036539974,СберБанк,"ул. Строителей, 4, рабочий посёлок Оверята",www.sberbank.com,"'mon': выходной, 'tue': 09:00-18:15, 'wed': 09:00-18:15, 'thu': 09:00-18:15, 'fri': 09:00-18:15, 'sat': 10:00-14:45, 'sun': выходной, ",58.076116,55.871142,"4,2",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,,,,2024-07-29 14:07:27
