,ID,name,address,website,opening_hours,lat,lon,rating,phone,social,Персонал,Время ожидания,Банкомат,Ремонт,Расположение,График работы,Доступность,Кредит,Ипотека,load_time
10,sberbank/1615818147,СберБанк,"Мичуринский просп., 3, Москва",www.sberbank.com,"'mon': 09:00-20:00, 'tue': 09:00-20:00, 'wed': 09:00-20:00, 'thu': 09:00-20:00, 'fri': 09:00-20:00, 'sat': 10:00-16:00, 'sun': выходной",55.704509,37.512838,"4,4",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sber/', 'https://t.me/sberbank', 'https://vk.com/sberbank']",75,58,61,64,92,,,,,2024-10-03 11:47:03
11,sberbank/232863277765,СберБанк,"Пятницкое ш., 39, Москва",www.sberbank.com,"'mon': 10:00-20:00, 'tue': 10:00-20:00, 'wed': 10:00-20:00, 'thu': 10:00-20:00, 'fri': 10:00-20:00, 'sat': 10:00-18:00, 'sun': выходной",55.855153,37.355498,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",76,64,71,,86,91,,,,2024-10-03 11:47:03
12,sberbank/1324337043,СберБанк,"Московский, 3-й микрорайон, 10А",www.sberbank.com,"'mon': 09:30-19:30, 'tue': 09:30-19:30, 'wed': 09:30-19:30, 'thu': 09:30-19:30, 'fri': 09:30-19:30, 'sat': 09:30-17:00, 'sun': выходной",55.595613,37.342822,"4,8",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://vk.com/sberbank']",84,56,49,83,86,,,,,2024-10-03 11:47:03
13,sberbank/1089958194,СберБанк,"ул. Борисовские Пруды, 12, корп. 1, Москва",www.sberbank.com,"'mon': 10:30-20:00, 'tue': 10:30-20:00, 'wed': 10:30-20:00, 'thu': 10:30-20:00, 'fri': 10:30-20:00, 'sat': 11:00-17:00, 'sun': выходной",55.636011,37.742447,"4,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",87,64,78,,100,37,,,,2024-10-03 11:47:03
14,sberbank/1087586769,СберБанк,"Новочеркасский бул., 46, Москва",www.sberbank.com,"'mon': 08:30-19:30, 'tue': 08:30-19:30, 'wed': 08:30-19:30, 'thu': 08:30-19:30, 'fri': 08:30-19:30, 'sat': 10:00-16:00, 'sun': выходной",55.646701,37.740632,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",86,81,73,,93,,,,,2024-10-03 11:47:03
15,sberbank/1001085265,СберБанк,"Советская ул., 2Б, Видное",www.sberbank.com,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 09:00-14:30, 'sun': выходной",55.552566,37.700622,"4,7",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",81,72,59,,96,90,,,,2024-10-03 11:47:03
16,sberbank/1014019410,СберБанк,"Химкинский бул., 21, Москва",www.sberbank.com,"'mon': 09:00-21:00, 'tue': 09:00-21:00, 'wed': 09:00-21:00, 'thu': 09:00-21:00, 'fri': 09:00-21:00, 'sat': 10:00-19:00, 'sun': 10:00-17:00",55.849368,37.443020,"4,5",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://vk.com/sberbank']",83,67,86,,93,93,,,,2024-10-03 11:47:03
17,sberbank/1072744268,СберБанк,"Таллинская ул., 26, Москва",www.sberbank.com,"'mon': 08:30-19:00, 'tue': 08:30-19:00, 'wed': 08:30-19:00, 'thu': 08:30-19:00, 'fri': 08:30-19:00, 'sat': 09:00-16:00, 'sun': выходной",55.799882,37.407627,"4,4",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sber/', 'https://t.me/sberbank', 'https://vk.com/sberbank']",84,73,71,,92,,,,,2024-10-03 11:47:03
18,sberbank/1063013654,СберБанк,"просп. Андропова, 28, корп. 2, Москва",www.sberbank.com,"'mon': 08:30-19:30, 'tue': 08:30-19:30, 'wed': 08:30-19:30, 'thu': 08:30-19:30, 'fri': 08:30-19:30, 'sat': 10:00-17:00, 'sun': 10:00-16:00",55.680159,37.663261,"4,4",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",77,67,70,,92,83,,,,2024-10-03 11:47:03
19,sberbank/1307325955,СберБанк,"ул. Каховка, 23, Москва",www.sberbank.com,"'mon': 09:30-19:30, 'tue': 09:30-19:30, 'wed': 09:30-19:30, 'thu': 09:30-19:30, 'fri': 09:30-19:30, 'sat': 10:00-16:30, 'sun': выходной",55.654508,37.574525,"4,6",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sber/', 'https://t.me/Sber_Business_Live_bot', 'https://vk.com/careersber']",80,65,79,50,84,67,,65,69,2024-10-03 11:47:03
20,sberbank/1026502090,СберБанк,"просп. Ленина, 47, Балашиха",www.sberbank.com,"'mon': 09:00-18:30, 'tue': 09:00-18:30, 'wed': 09:00-18:30, 'thu': 09:00-18:30, 'fri': 09:00-18:30, 'sat': 09:00-15:00, 'sun': выходной",55.797534,37.947344,"4,7",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://vk.com/sberbank']",74,64,61,,89,53,,81,75,2024-10-03 11:47:03
21,sberbank/1036477749,СберБанк,"ул. Миклухо-Маклая, 17, Москва",www.sberbank.com,"'mon': 09:30-18:30, 'tue': 09:30-18:30, 'wed': 09:30-18:30, 'thu': 09:30-18:30, 'fri': 09:30-18:30, 'sat': выходной, 'sun': выходной",55.651968,37.506136,"4,2",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",71,55,10,,64,,,,,2024-10-03 11:47:03
22,sberbank/90494940753,СберБанк,"Москва, Новомосковский административный округ, район Коммунарка, улица Сервантеса, 1, корп. 3",www.sberbank.com,"'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': 10:00-17:00, 'sun': выходной",55.590836,37.451447,"4,9",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://vk.com/sberbank']",76,70,82,,88,64,,,,2024-10-03 11:47:03
23,sberbank/1235641738,СберБанк,"ул. 40 лет Октября, 15/1, Щербинка",www.sberbank.com,"'mon': 08:30-19:30, 'tue': 08:30-19:30, 'wed': 08:30-19:30, 'thu': 08:30-19:30, 'fri': 08:30-19:30, 'sat': 09:00-16:30, 'sun': выходной",55.512042,37.573663,"4,8",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://vk.com/sberbank']",89,73,71,,82,68,,,,2024-10-03 11:47:03
24,sberbank/1117013623,СберБанк,"ул. Большая Дмитровка, 21/7, Москва",www.sberbank.com,"'mon': 09:00-20:30, 'tue': 09:00-20:00, 'wed': 09:00-20:30, 'thu': 09:00-20:30, 'fri': 09:00-20:30, 'sat': 09:00-18:00, 'sun': выходной",55.765448,37.610260,"4,2",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'http://vk.com/sberbank', 'https://t.me/sberbank']",66,46,27,,93,,,,,2024-10-03 11:47:03
25,sberbank/1011474447,СберБанк,"ул. Сущёвский Вал, 71, Москва",www.sberbank.com,"'mon': 09:00-19:30, 'tue': 09:00-19:30, 'wed': 09:00-19:30, 'thu': 09:00-19:30, 'fri': 09:00-19:30, 'sat': 11:00-16:00, 'sun': выходной",55.793374,37.625810,"4,4",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://vk.com/sberbank']",83,60,52,,90,73,,,,2024-10-03 11:47:03
26,sberbank/1098772580,СберБанк,"ул. Агрохимиков, 2, рабочий посёлок Новоивановское",www.sberbank.com,"'mon': выходной, 'tue': 09:15-19:00, 'wed': выходной, 'thu': 09:15-19:00, 'fri': 09:15-19:00, 'sat': 09:15-13:00, 'sun': выходной",55.705092,37.365362,"1,1",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://vk.com/sberbank']",33,20,17,,,3,,,,2024-10-03 11:47:03
27,sberbank/1188897310,СберБанк,"ул. Генерала Кузнецова, 28, корп. 1, Москва",www.sberbank.com,"'mon': выходной, 'tue': выходной, 'wed': выходной, 'thu': выходной, 'fri': выходной, 'sat': выходной, 'sun': выходной",55.683052,37.852015,"4,6",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://vk.com/sberbank']",84,62,65,,97,50,,,,2024-10-03 11:47:03
28,sberbank/1068586559,СберБанк,"Профсоюзная ул., 104, Москва",www.sberbank.com,"'mon': 09:00-19:30, 'tue': 09:00-19:30, 'wed': 09:00-19:30, 'thu': 09:00-19:30, 'fri': 09:00-19:30, 'sat': 10:00-16:00, 'sun': выходной",55.641920,37.523465,"4,4",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://vk.com/sberbank']",78,54,77,,90,92,,,,2024-10-03 11:47:03
29,sberbank/1049401511,СберБанк,"ул. Гарибальди, 36, Москва",www.sberbank.com,"'mon': 09:00-18:30, 'tue': 09:00-18:30, 'wed': 09:00-18:30, 'thu': 09:00-18:30, 'fri': 09:00-18:30, 'sat': 09:00-17:00, 'sun': выходной",55.669017,37.559413,"4,4",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",77,68,57,,78,53,,,,2024-10-03 11:47:03
30,sberbank/1026531495,СберБанк,"Сретенский бул., 4, Москва",www.sberbank.com,"'mon': 10:00-19:30, 'tue': 10:00-19:30, 'wed': 10:00-19:30, 'thu': 10:00-19:30, 'fri': 10:00-19:30, 'sat': выходной, 'sun': выходной",55.766182,37.632116,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'http://vk.com/sberbank', 'https://t.me/Sber_Business_Live_bot']",75,50,53,,100,,,,,2024-10-03 11:47:03
31,sberbank/1052296229,СберБанк,"ул. Адмирала Макарова, 45, Москва",www.sberbank.com,"'mon': 08:30-20:00, 'tue': 08:30-20:00, 'wed': 08:30-20:00, 'thu': 08:30-20:00, 'fri': 08:30-20:00, 'sat': 09:00-16:00, 'sun': выходной",55.839011,37.485690,"4,4",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sber/', 'https://t.me/sberbank', 'https://vk.com/sberbank']",75,78,86,,78,64,,,,2024-10-03 11:47:03
32,sberbank/1096875379,СберБанк,"ул. Пресненский Вал, 6, стр. 2, Москва",www.sberbank.com,"'mon': 10:00-19:30, 'tue': 10:00-19:30, 'wed': 10:00-19:30, 'thu': 10:00-19:30, 'fri': 10:00-19:30, 'sat': 10:00-15:30, 'sun': выходной",55.764526,37.564562,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sber_students_bot', 'https://vk.com/sberbank']",84,58,62,,95,,,,,2024-10-03 11:47:03
33,sberbank/1046811405,СберБанк,"Коровинское ш., 20, корп. 1, Москва",www.sberbank.com,"'mon': 09:00-19:30, 'tue': 09:00-19:30, 'wed': 09:00-19:30, 'thu': 09:00-19:30, 'fri': 09:00-19:30, 'sat': 09:30-17:30, 'sun': выходной",55.879556,37.522719,"4,5",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://vk.com/sberbank']",88,53,45,50,92,,,,,2024-10-03 11:47:03
34,sberbank/1093145815,СберБанк,"Булатниковская ул., 6А, Москва",www.sberbank.com,"'mon': 09:00-20:00, 'tue': 09:00-20:00, 'wed': 09:00-20:00, 'thu': 09:00-20:00, 'fri': 09:00-20:00, 'sat': 09:00-17:00, 'sun': выходной",55.580992,37.644198,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",80,57,42,70,88,36,,,,2024-10-03 11:47:03
35,sberbank/1104589509,СберБанк,"ул. Архитектора Власова, 39, Москва",www.sberbank.com,"'mon': 09:00-18:30, 'tue': 09:00-18:30, 'wed': 09:00-18:30, 'thu': 09:00-18:30, 'fri': 09:00-18:30, 'sat': 10:00-14:00, 'sun': выходной",55.668503,37.544108,"4,4",['8 (800) 555-55-50Показать телефон'],['https://vk.com/sberbank'],75,58,25,44,86,9,,,,2024-10-03 11:47:03
36,sberbank/1019587550,СберБанк,"ул. Маршала Федоренко, 7, Москва",www.sberbank.com,"'mon': 09:30-19:00, 'tue': 09:30-19:00, 'wed': 09:30-19:00, 'thu': 09:30-19:00, 'fri': 09:30-19:00, 'sat': 10:00-16:00, 'sun': выходной",55.880342,37.489859,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",86,66,53,,100,21,,,,2024-10-03 11:47:03
37,sberbank/112543181863,СберБанк,"Южная ул., 3, стр. 1, микрорайон Кучино, Балашиха",www.sberbank.com,"'mon': 09:00-18:30, 'tue': 09:00-18:30, 'wed': 09:00-18:30, 'thu': 09:00-18:30, 'fri': 09:00-18:30, 'sat': 09:00-16:30, 'sun': выходной",55.749851,37.952842,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",65,21,,,,,,,,2024-10-03 11:47:03
38,sberbank/1058692504,СберБанк,"Можайское ш., 28, Москва",www.sberbank.com,"'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': выходной, 'sun': выходной",55.720246,37.421614,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",82,42,21,92,83,20,,,,2024-10-03 11:47:03
39,sberbank/1006645554,СберБанк,"1-я Тверская-Ямская ул., 11, Москва",www.sberbank.com,"'mon': 10:30-19:30, 'tue': 10:30-19:30, 'wed': 10:30-19:30, 'thu': 10:30-19:30, 'fri': 10:30-19:30, 'sat': выходной, 'sun': выходной",55.772639,37.591045,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",71,56,74,94,86,53,,,,2024-10-03 11:47:03
40,sberbank/1110022701,СберБанк,"Алтуфьевское ш., 8, Москва",www.sberbank.com,"'mon': 10:30-20:00, 'tue': 10:30-20:00, 'wed': 10:30-20:00, 'thu': 10:30-20:00, 'fri': 10:30-20:00, 'sat': 10:30-17:30, 'sun': выходной",55.852794,37.585853,"4,4",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sber/', 'https://vk.com/sber']",81,68,81,,95,,,,,2024-10-03 11:47:03
41,sberbank/182076831605,СберБанк,"Ясеневая ул., 26, Москва",www.sberbank.com,"'mon': 08:30-19:30, 'tue': 08:30-19:30, 'wed': 08:30-19:30, 'thu': 08:30-19:30, 'fri': 08:30-19:30, 'sat': 09:00-17:00, 'sun': выходной",55.603807,37.735817,"4,8",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://vk.com/sberbank']",88,80,87,88,88,90,,,,2024-10-03 11:47:03
42,sberbank/1091486166,СберБанк,"Рязанский просп., 58/1, Москва",www.sberbank.com,"'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': 10:00-15:00, 'sun': выходной",55.715155,37.797478,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",83,56,22,,90,,,,,2024-10-03 11:47:03
43,sberbank/1003263702,СберБанк,"Люблинская ул., 38, Москва",www.sberbank.com,"'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': 09:30-15:30, 'sun': выходной",55.686608,37.736521,"4,5",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://vk.com/sberbank', 'https://youtube.com/user/Sberbank']",81,69,67,,70,23,,,,2024-10-03 11:47:03
44,sberbank/1130712814,СберБанк,"Тихвинская ул., 20, Москва",www.sberbank.com,"'mon': 09:30-19:30, 'tue': 09:30-19:30, 'wed': 09:30-19:30, 'thu': 09:30-19:30, 'fri': 09:30-19:30, 'sat': выходной, 'sun': выходной",55.790565,37.600612,"4,4",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://vk.com/sberbank']",78,65,73,94,88,47,,,,2024-10-03 11:47:03
45,sberbank/1034532827,СберБанк,"Пятницкая ул., 2/38с1, Москва",www.sberbank.com,"'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': выходной, 'sun': выходной",55.745524,37.626412,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",75,49,36,,86,21,,,,2024-10-03 11:47:03
46,sberbank/1023265133,СберБанк,"Ленинградское ш., 112/1, Москва",www.sberbank.com,"'mon': 09:00-19:30, 'tue': 09:00-19:30, 'wed': 09:00-19:30, 'thu': 09:00-19:30, 'fri': 09:00-19:30, 'sat': 09:00-16:30, 'sun': выходной",55.863763,37.465551,"4,3",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sber/', 'https://vk.com/sberbank']",85,74,70,,97,67,,,,2024-10-03 11:47:03
47,sberbank/1266815996,СберБанк,"Сходненская ул., 9, Москва",www.sberbank.com,"'mon': 09:30-19:00, 'tue': 09:30-19:00, 'wed': 09:30-19:00, 'thu': 09:30-19:00, 'fri': 09:30-19:00, 'sat': 09:30-16:00, 'sun': выходной",55.839486,37.437460,"4,7",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://vk.com/sberbank']",81,74,54,,69,,,,,2024-10-03 11:47:03
48,sberbank/1158376490,СберБанк,"Красноармейская ул., 8, Люберцы",www.sberbank.com,"'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': 10:00-16:00, 'sun': выходной",55.678763,37.888405,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",64,53,18,,,,,62,63,2024-10-03 11:47:03
49,sberbank/35018678745,СберБанк,"ул. Красного Маяка, 2Б, Москва",www.sberbank.com,"'mon': 10:30-20:30, 'tue': 10:30-20:30, 'wed': 10:30-20:30, 'thu': 10:30-20:30, 'fri': 10:30-20:30, 'sat': 10:30-19:30, 'sun': 10:30-19:30",55.611119,37.606622,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",76,59,66,,97,80,,,,2024-10-03 11:47:03
50,sberbank/1054108376,СберБанк,"Вокзальная площадь, 2, Мытищи",www.sberbank.com,"'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': выходной, 'sun': выходной",55.913308,37.761922,"4,3",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://vk.com/sberbank']",83,71,17,,92,5,,,,2024-10-03 11:47:03
51,sberbank/1086967085,СберБанк,"Дмитровское ш., 64, корп. 2, Москва",www.sberbank.com,"'mon': 09:00-20:00, 'tue': 09:00-20:00, 'wed': 09:00-20:00, 'thu': 09:00-20:00, 'fri': 09:00-20:00, 'sat': 09:00-17:00, 'sun': выходной",55.855809,37.562644,"4,7",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",79,73,83,,93,86,,,,2024-10-03 11:47:03
52,sberbank/70412747835,СберБанк,"ул. Генерала Тюленева, 9, Москва",www.sberbank.com,"'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': 09:00-16:00, 'sun': выходной",55.624815,37.483238,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",79,78,86,,94,,,,,2024-10-03 11:47:03
53,sberbank/1014326311,СберБанк,"Осенний бул., 12, Москва",www.sberbank.com,"'mon': 10:00-20:00, 'tue': 10:00-20:00, 'wed': 10:00-20:00, 'thu': 10:00-20:00, 'fri': 10:00-20:00, 'sat': 10:00-19:30, 'sun': 10:00-18:30",55.759238,37.409253,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",72,58,60,,94,64,,,,2024-10-03 11:47:03
54,sberbank/1177691513,СберБанк,"Юбилейная ул., 3, корп. 1, Мытищи",www.sberbank.com,"'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': 10:00-15:00, 'sun': выходной",55.915165,37.722720,,['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,,,,,2024-10-03 11:47:03
55,sberbank/1001697864,СберБанк,"ул. Академика Янгеля, 4, корп. 2, Москва",www.sberbank.com,"'mon': 08:30-19:30, 'tue': 09:00-19:30, 'wed': 08:30-19:30, 'thu': 08:30-19:30, 'fri': 08:30-19:30, 'sat': 09:00-17:00, 'sun': выходной",55.596046,37.593794,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://vk.com/sberbank', 'https://ok.ru/sber/', 'https://t.me/sberbank']",81,58,59,,95,75,,,,2024-10-03 11:47:03
56,sberbank/1228254849,СберБанк,"ул. Грабина, 8Б, Королёв",www.sberbank.com,"'mon': 09:30-18:30, 'tue': 09:30-18:30, 'wed': 09:30-18:30, 'thu': 09:30-18:30, 'fri': 09:30-18:30, 'sat': выходной, 'sun': выходной",55.925808,37.820331,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",81,67,50,,93,,,,,2024-10-03 11:47:03
57,sberbank/1102329448,СберБанк,"ул. 50 лет Октября, 11, Москва",www.sberbank.com,"'mon': 09:00-19:30, 'tue': 09:00-19:30, 'wed': 09:00-19:30, 'thu': 09:00-19:30, 'fri': 09:00-19:30, 'sat': 09:00-16:00, 'sun': выходной",55.651689,37.412901,"4,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",90,78,72,,96,91,,,,2024-10-03 11:47:03
