,ID,name,address,website,opening_hours,lat,lon,rating,phone,social,Персонал,Время ожидания,Банкомат,Расположение,Ремонт,График работы,Кредит,Ипотека,load_time
15,sberbank/1186308934,СберБанк,"просп. Гагарина, 10, Оренбург",www.sberbank.ru,"'mon': выходной, 'tue': выходной, 'wed': выходной, 'thu': выходной, 'fri': выходной, 'sat': выходной, 'sun': выходной, ",51.775021,55.150439,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",70,83,,,,,,,2024-08-05 13:35:36
16,sberbank/1096270087,СберБанк,"просп. Победы, 18, Оренбург",www.sberbank.ru,"'mon': 09:30-18:30, 'tue': 09:30-18:30, 'wed': 09:30-18:30, 'thu': 09:30-18:30, 'fri': 09:30-18:30, 'sat': выходной, 'sun': выходной, ",51.776420,55.109631,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",77,72,50,,80,,,,2024-08-05 13:35:36
17,sberbank/1046401810,СберБанк,"просп. Дзержинского, 27/2, Оренбург",www.sberbank.ru,"'mon': 09:30-18:30, 'tue': 09:30-18:30, 'wed': 09:30-18:30, 'thu': 09:30-18:30, 'fri': 09:30-18:30, 'sat': 10:00-14:00, 'sun': выходной, ",51.837369,55.134028,"4,5",['8 (800) 555-55-50Показать телефон'],['https://vk.com/sberbank'],98,76,80,,,,,,2024-08-05 13:35:36
18,sberbank/1162938676,СберБанк,"Беляевская ул., 29, Оренбург",www.sberbank.ru,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 09:00-14:00, 'sun': выходной, ",51.720018,55.127444,"4,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",89,72,60,64,,,,,2024-08-05 13:35:36
19,sberbank/1004032236,СберБанк,"Центральная ул., 3Д, посёлок Пригородный",www.sberbank.ru,"'mon': выходной, 'tue': выходной, 'wed': выходной, 'thu': выходной, 'fri': выходной, 'sat': выходной, 'sun': выходной, ",51.764521,55.269549,"4,0",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,,,,2024-08-05 13:35:36
20,sberbank/1039137409,СберБанк,"ул. Куйбышева, 45, село Нежинка",www.sberbank.ru,"'mon': выходной, 'tue': 09:00-16:45, 'wed': 09:00-16:45, 'thu': 09:00-16:45, 'fri': 09:00-16:45, 'sat': выходной, 'sun': выходной, ",51.766299,55.368327,"4,1",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,,,,2024-08-05 13:35:36
21,sberbank/1057291451,СберБанк,"Кооперативная ул., 44, село Подгородняя Покровка",www.sberbank.ru,"'mon': выходной, 'tue': 09:00-16:00, 'wed': 09:00-16:00, 'thu': 09:00-16:00, 'fri': 09:00-16:00, 'sat': выходной, 'sun': выходной, ",51.828943,54.982843,"3,9",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,,,,2024-08-05 13:35:36
22,sberbank/166093558189,СберБанк,"Центральная ул., 6, село имени 9 Января",www.sberbank.ru,"'mon': выходной, 'tue': 09:00-17:00, 'wed': 09:00-17:00, 'thu': 09:00-17:00, 'fri': 09:00-13:15, 'sat': выходной, 'sun': выходной, ",51.736408,54.983983,"4,0",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,,,,2024-08-05 13:35:36
23,sberbank/1031932641,СберБанк,"Беляевская ул., 8, посёлок Чкалов",www.sberbank.ru,"'mon': выходной, 'tue': 09:00-13:30, 'wed': 09:00-13:30, 'thu': 09:00-13:30, 'fri': выходной, 'sat': выходной, 'sun': выходной, ",51.720855,55.365533,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,,,,2024-08-05 13:35:36
24,sberbank/1015020840,СберБанк,"Молодёжная ул., 9, посёлок Нижнесакмарский",www.sberbank.ru,"'mon': 09:00-12:05, 'tue': выходной, 'wed': 09:00-12:05, 'thu': выходной, 'fri': 09:00-12:05, 'sat': выходной, 'sun': выходной, ",51.901154,55.221219,"2,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank', 'https://youtube.com/user/Sberbank']",,,,,,,,,2024-08-05 13:35:36
