,ID,name,address,website,opening_hours,lat,lon,rating,phone,social,Персонал,Время ожидания,Банкомат,Расположение,График работы,Кредит,Ипотека,Ремонт,load_time
10,sberbank/1053048168,СберБанк,"ул. Победы, 144, Самара",www.sberbank.com,"'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': 09:00-16:00, 'sun': выходной, ",53.224762,50.272150,"4,8",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sber']",87,82,74,89,,50,65,,2024-07-29 16:11:04
11,sberbank/1009616286,СберБанк,"ул. Агибалова, 78, Самара",,"'mon': выходной, 'tue': выходной, 'wed': выходной, 'thu': выходной, 'fri': выходной, 'sat': выходной, 'sun': выходной, ",53.194352,50.122427,"4,5",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",80,49,55,95,,,,,2024-07-29 16:11:04
12,sberbank/1014694347,СберБанк,"просп. Ленина, 2А, Самара",www.sberbank.com,"'mon': 09:00-18:30, 'tue': 09:00-18:30, 'wed': 09:00-18:30, 'thu': 09:00-18:30, 'fri': 09:00-18:30, 'sat': 09:00-16:00, 'sun': 10:00-13:00, ",53.204741,50.127511,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sber']",76,63,58,86,,,,,2024-07-29 16:11:04
13,sberbank/1301623858,СберБанк,"ул. Георгия Димитрова, 117, корп. 2, Самара",www.sberbank.com,"'mon': 09:00-18:30, 'tue': 09:00-18:30, 'wed': 09:00-18:30, 'thu': 09:00-18:30, 'fri': 09:00-18:30, 'sat': 09:00-15:00, 'sun': выходной, ",53.264012,50.221322,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",84,51,42,100,,,,,2024-07-29 16:11:04
14,sberbank/1043911433,СберБанк,"ул. Гагарина, 19, Самара",www.sberbank.com,"'mon': 09:00-18:30, 'tue': 09:00-18:30, 'wed': 09:00-18:30, 'thu': 09:00-18:30, 'fri': 09:00-18:30, 'sat': 09:00-14:00, 'sun': выходной, ",53.199748,50.167902,"4,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",88,70,50,92,,73,77,,2024-07-29 16:11:04
15,sberbank/1033602274,СберБанк,"просп. Масленникова, 21, Самара",www.sberbank.com,"'mon': выходной, 'tue': выходной, 'wed': выходной, 'thu': выходной, 'fri': выходной, 'sat': выходной, 'sun': выходной, ",53.210587,50.156060,"4,7",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sber']",90,73,75,95,,,,,2024-07-29 16:11:04
16,sberbank/1105246102,СберБанк,"Самарская ул., 207, Самара",www.sberbank.com,"'mon': 09:30-19:00, 'tue': 09:30-19:00, 'wed': 09:30-19:00, 'thu': 09:30-19:00, 'fri': 09:30-19:00, 'sat': 09:30-14:30, 'sun': выходной, ",53.201332,50.116013,"4,6",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://vk.com/sberbank']",79,64,59,95,60,,73,,2024-07-29 16:11:04
17,sberbank/1022649317,СберБанк,"1, посёлок Мехзавод, 7-й квартал, Самара",www.sberbank.com,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 09:00-14:00, 'sun': выходной, ",53.297726,50.285713,"4,4",['8 (800) 555-55-50Показать телефон'],['https://vk.com/sberbank'],90,48,6,80,,,,,2024-07-29 16:11:04
18,sberbank/55463379931,СберБанк,"Ново-Садовая ул., 151, Самара",www.sberbank.com,"'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': 09:00-14:00, 'sun': выходной, ",53.216551,50.150337,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",88,73,73,100,,,,,2024-07-29 16:11:04
19,sberbank/1014460841,СберБанк,"ул. Победы, 104, Самара",www.sberbank.com,"'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': 09:00-15:00, 'sun': выходной, ",53.217883,50.258871,"4,8",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",89,84,77,95,90,,,,2024-07-29 16:11:04
20,sberbank/1003753092,СберБанк,"ул. Мичурина, 52, Самара",www.sberbank.com,"'mon': 09:00-18:30, 'tue': 09:00-18:30, 'wed': 09:00-18:30, 'thu': 09:00-18:30, 'fri': 09:00-18:30, 'sat': 09:00-14:30, 'sun': выходной, ",53.202513,50.136459,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/s/sberbank', 'https://vk.com/sber']",88,72,47,81,42,,,100,2024-07-29 16:11:04
21,sberbank/1114297323,СберБанк,"городской округ Самара, Советский район, улица Советской Армии, 124",,"'mon': выходной, 'tue': выходной, 'wed': выходной, 'thu': выходной, 'fri': выходной, 'sat': выходной, 'sun': выходной, ",53.212776,50.210470,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",83,88,63,90,,,,,2024-07-29 16:11:04
22,sberbank/177413474052,СберБанк,"просп. Кирова, 283, Самара",www.sberbank.com,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 09:00-15:00, 'sun': выходной, ",53.243099,50.233962,"4,8",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",92,84,76,100,,,,83,2024-07-29 16:11:04
23,sberbank/1057966188,СберБанк,"Владимирская ул., 35, Самара",www.sberbank.com,"'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': 09:00-15:00, 'sun': выходной, ",53.191127,50.141483,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sber']",88,65,63,90,,,,,2024-07-29 16:11:04
24,sberbank/1370124073,СберБанк,"ул. Победы, 93, Самара",www.sberbank.com,"'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': 09:00-15:30, 'sun': выходной, ",53.211995,50.247553,"4,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",87,61,63,100,,,,,2024-07-29 16:11:04
25,sberbank/1127886283,СберБанк,"ул. Сергея Лазо, 26А, корп. 1, посёлок Управленческий, Самара",www.sberbank.com,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 09:00-13:30, 'sun': выходной, ",53.346898,50.218035,"4,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",83,62,70,88,,,,,2024-07-29 16:11:04
26,sberbank/1102777537,СберБанк,"ул. Жигули, 61, посёлок Красная Глинка, Самара",www.sberbank.com,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной, ",53.384575,50.166713,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",94,71,,,,,,,2024-07-29 16:11:04
27,sberbank/219229063915,СберБанк,"Ташкентская ул., 92, Самара",www.sberbank.com,"'mon': 09:00-18:30, 'tue': 09:00-18:30, 'wed': 09:00-18:30, 'thu': 09:00-18:30, 'fri': 09:00-18:30, 'sat': 09:00-15:00, 'sun': выходной, ",53.246650,50.248056,"4,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",90,73,73,87,,,,,2024-07-29 16:11:04
28,sberbank/1122516069,СберБанк,"ул. Стара-Загора, 56, Самара",www.sberbank.com,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 09:00-15:00, 'sun': выходной, ",53.230681,50.208009,"4,5",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",73,60,67,91,,,,,2024-07-29 16:11:04
29,sberbank/1240231717,СберБанк,"Галактионовская ул., 34, Самара",www.sberbank.com,"'mon': 08:30-18:30, 'tue': 08:30-18:30, 'wed': 08:30-18:30, 'thu': 08:30-18:30, 'fri': 08:30-18:30, 'sat': 09:00-14:00, 'sun': выходной, ",53.185071,50.097148,"4,6",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sber', 'https://vk.com/sber']",83,64,43,100,,,,94,2024-07-29 16:11:04
30,sberbank/191298299433,СберБанк,"ул. Победы, 84, Самара",www.sberbank.com,"'mon': 09:00-18:30, 'tue': 09:00-18:30, 'wed': 09:00-18:30, 'thu': 09:00-18:30, 'fri': 09:00-18:30, 'sat': 09:00-15:00, 'sun': выходной, ",53.209854,50.241193,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",91,71,59,100,,,,,2024-07-29 16:11:04
31,sberbank/1047254848,СберБанк,"Ташкентская ул., 91А, Самара",www.sberbank.com,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной, ",53.246056,50.254190,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",89,66,73,76,15,,,,2024-07-29 16:11:04
32,sberbank/116013491400,СберБанк,"Вилоновская ул., 13, Самара",www.sberbank.com,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 09:30-13:30, 'sun': выходной, ",53.198047,50.100885,"4,3",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",82,61,45,,,,,,2024-07-29 16:11:04
33,sberbank/103950860445,СберБанк,"ул. Гагарина, 161, Самара",www.sberbank.com,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной, ",53.201423,50.225939,"4,8",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sber']",92,86,96,100,,,,,2024-07-29 16:11:04
34,sberbank/112988919081,СберБанк,"Николаевский просп., 2, микрорайон Южный Город, квартал Южный Город-1, посёлок Придорожный",www.sberbank.com,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 10:00-15:00, 'sun': выходной, ",53.117908,50.166175,"4,9",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",87,69,71,93,14,,,,2024-07-29 16:11:04
35,sberbank/1124402341,СберБанк,"ул. Гагарина, 119, Самара",www.sberbank.com,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной, ",53.200668,50.205898,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sber']",86,45,6,91,0,,,,2024-07-29 16:11:04
36,sberbank/227212448900,СберБанк,"ул. Строителей, 29, Самара",www.sberbank.com,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной, ",53.235936,50.278374,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",86,50,25,100,46,,,,2024-07-29 16:11:04
37,sberbank/1198568199,СберБанк,"просп. Металлургов, 67, Самара",www.sberbank.com,"'mon': 09:00-18:30, 'tue': 09:00-18:30, 'wed': 09:00-18:30, 'thu': 09:00-18:30, 'fri': 09:00-18:30, 'sat': 09:30-14:30, 'sun': выходной, ",53.231075,50.272445,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",86,55,42,100,,,,,2024-07-29 16:11:04
38,sberbank/1240869214,СберБанк,"4, посёлок Берёза, 3-й квартал, Самара",www.sberbank.com,"'mon': выходной, 'tue': 08:30-17:30, 'wed': 08:30-17:30, 'thu': 08:30-17:30, 'fri': 08:30-17:30, 'sat': 08:30-14:00, 'sun': выходной, ",53.516821,50.140061,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",82,50,,,,,,,2024-07-29 16:11:04
39,sberbank/75900176996,СберБанк,"ул. Тухачевского, 92, Самара",www.sberbank.com,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной, ",53.197507,50.156993,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sber']",87,66,48,94,,,,,2024-07-29 16:11:04
40,sberbank/1116247493,СберБанк,"ул. Промышленности, 285, Самара",www.sberbank.com,"'mon': 09:00-18:30, 'tue': 09:00-18:30, 'wed': 09:00-18:30, 'thu': 09:00-18:30, 'fri': 09:00-18:30, 'sat': выходной, 'sun': выходной, ",53.196499,50.220864,"4,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sber']",95,85,77,96,45,,,,2024-07-29 16:11:04
41,sberbank/126396461077,СберБанк,"Жигулёвская ул., 11, п. г. т. Новосемейкино",www.sberbank.com,"'mon': выходной, 'tue': 08:30-17:30, 'wed': 08:30-17:30, 'thu': 08:30-17:30, 'fri': 08:30-17:30, 'sat': 08:30-15:00, 'sun': выходной, ",53.372010,50.354992,"4,8",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",90,67,36,,,,,,2024-07-29 16:11:04
42,sberbank/1110281556,СберБанк,"просп. Ленина, 31, село Курумоч",www.sberbank.com,"'mon': 08:30-16:15, 'tue': 08:30-16:15, 'wed': 08:30-16:15, 'thu': 08:30-16:15, 'fri': 08:30-16:00, 'sat': выходной, 'sun': выходной, ",53.487514,50.024618,"3,9",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,,,,2024-07-29 16:11:04
43,sberbank/1042286410,СберБанк,"ул. Миронова, 6, Новокуйбышевск",www.sberbank.com,"'mon': 09:00-17:00, 'tue': 09:00-17:00, 'wed': 09:00-17:00, 'thu': 09:00-17:00, 'fri': 09:00-17:00, 'sat': 09:30-13:30, 'sun': выходной, ",53.096566,49.948360,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",84,76,,,,,,,2024-07-29 16:11:04
44,sberbank/1052435069,СберБанк,"Комсомольская ул., 80, село Красный Яр",www.sberbank.com,"'mon': 08:00-17:00, 'tue': 08:00-17:00, 'wed': 08:00-17:00, 'thu': 08:00-17:00, 'fri': 08:00-17:00, 'sat': 09:00-16:00, 'sun': выходной, ",53.496107,50.388283,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",80,44,45,,,,,,2024-07-29 16:11:04
45,sberbank/46866400504,СберБанк,"просп. Победы, 2, Новокуйбышевск",www.sberbank.com,"'mon': 08:30-18:00, 'tue': 08:30-18:00, 'wed': 08:30-18:00, 'thu': 08:30-18:00, 'fri': 08:30-18:00, 'sat': 08:30-13:00, 'sun': выходной, ",53.100367,49.958889,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sber']",87,81,53,100,,,,,2024-07-29 16:11:04
46,sberbank/243062591574,СберБанк,"ул. Дзержинского, 29, Новокуйбышевск",www.sberbank.com,"'mon': 09:00-18:30, 'tue': 09:00-18:30, 'wed': 09:00-18:30, 'thu': 09:00-18:30, 'fri': 09:00-18:30, 'sat': 09:00-13:30, 'sun': выходной, ",53.096063,49.969883,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",89,79,87,,,,,,2024-07-29 16:11:04
47,sberbank/1089018453,СберБанк,"ул. Пацаева, 18, село Рождествено",www.sberbank.com,"'mon': выходной, 'tue': 08:30-16:45, 'wed': 08:30-16:45, 'thu': 08:30-16:45, 'fri': 08:30-16:45, 'sat': 08:00-14:45, 'sun': выходной, ",53.230503,50.057128,"4,2",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,,,,2024-07-29 16:11:04
48,sberbank/91438366325,СберБанк,"Революционная ул., 126, Самара",www.sberbank.ru,"'mon': выходной, 'tue': выходной, 'wed': выходной, 'thu': выходной, 'fri': выходной, 'sat': выходной, 'sun': выходной, ",53.199180,50.179093,"4,6",['8 (800) 555-55-50Показать телефон'],['https://vk.com/sberbank'],,,,,,,,,2024-07-29 16:11:04
49,sberbank/84638560662,СберБанк,"Пугачёвский тракт, 61, Самара",www.sberbank.com,"'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': 09:00-14:30, 'sun': выходной, ",53.125658,50.090401,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",88,79,76,100,,,,,2024-07-29 16:11:04
50,sberbank/1010379175,СберБанк,"Фасадная ул., 11, посёлок Соцгород, Самара",www.sberbank.com,"'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': 09:00-14:30, 'sun': выходной, ",53.114908,50.077242,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",89,55,36,95,,,,,2024-07-29 16:11:04
51,sberbank/1056216290,СберБанк,"Зубчаниновское ш., 159, Самара",www.sberbank.com,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 09:00-15:00, 'sun': выходной, ",53.227560,50.292810,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",94,64,54,,,,,,2024-07-29 16:11:04
52,sberbank/1068185986,СберБанк,"ул. 60 лет Октября, 10, п. г. т. Петра Дубрава",www.sberbank.com,"'mon': 09:00-17:30, 'tue': 09:00-17:30, 'wed': 09:00-17:30, 'thu': 09:00-17:30, 'fri': 09:00-17:30, 'sat': выходной, 'sun': выходной, ",53.294664,50.368987,"3,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",60,17,7,,7,,,,2024-07-29 16:11:04
53,sberbank/1099736328,СберБанк,"Комсомольская ул., 2, п. г. т. Мирный",www.sberbank.com,"'mon': 08:00-17:00, 'tue': 08:00-17:00, 'wed': 08:00-17:00, 'thu': 08:00-17:00, 'fri': 08:00-17:00, 'sat': выходной, 'sun': выходной, ",53.505486,50.273299,"4,2",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,,,,2024-07-29 16:11:04
54,sberbank/105389596811,СберБанк,"ул. Чапаева, 62Б, п. г. т. Смышляевка",www.sberbank.com,"'mon': 09:00-17:30, 'tue': 09:00-17:30, 'wed': 09:00-17:30, 'thu': 09:00-17:30, 'fri': 09:00-17:30, 'sat': выходной, 'sun': выходной, ",53.252484,50.390115,"4,2",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",88,8,,,,,,,2024-07-29 16:11:04
55,sberbank/1134112376,СберБанк,"ул. Чехова, 16, село Богатырь",www.sberbank.ru,"'mon': выходной, 'tue': выходной, 'wed': выходной, 'thu': выходной, 'fri': выходной, 'sat': выходной, 'sun': выходной, ",53.428517,49.957038,"3,8",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,,,,2024-07-29 16:11:04
56,sberbank/1119538637,СберБанк,"ул. Мира, 10, село Зольное",www.sberbank.com,"'mon': выходной, 'tue': выходной, 'wed': 08:15-14:45, 'thu': 08:15-14:45, 'fri': 08:15-14:45, 'sat': выходной, 'sun': выходной, ",53.445322,49.800534,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,,,,2024-07-29 16:11:04
57,sberbank/1049459504,СберБанк,"Набережная ул., 5, село Солнечная Поляна",www.sberbank.ru,"'mon': выходной, 'tue': выходной, 'wed': выходной, 'thu': выходной, 'fri': выходной, 'sat': выходной, 'sun': выходной, ",53.432664,49.926828,"3,9",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,,,,2024-07-29 16:11:04
