,ID,name,address,website,opening_hours,lat,lon,rating,phone,social,Персонал,Время ожидания,Банкомат,Расположение,Кредит,Ипотека,График работы,load_time
23,sberbank/1111294349,СберБанк,"ул. Дианова, 26, Омск",www.sberbank.ru,"'mon': 09:30-18:30, 'tue': 09:30-18:30, 'wed': 09:30-18:30, 'thu': 09:30-18:30, 'fri': 09:30-18:30, 'sat': выходной, 'sun': выходной, ",54.995906,73.232396,"4,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",83,68,76,93,,,,2024-07-29 13:06:02
24,sberbank/1132608495,СберБанк,"просп. Комарова, 33, Омск",www.sberbank.com,"'mon': 09:30-19:00, 'tue': 09:30-19:00, 'wed': 09:30-19:00, 'thu': 09:30-19:00, 'fri': 09:30-19:00, 'sat': выходной, 'sun': выходной, ",54.979576,73.314979,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",92,72,68,100,,,,2024-07-29 13:06:02
25,sberbank/36967156406,Сбербанк,"ул. 70 лет Октября, 19, Омск",www.sberbank.com,"'mon': 10:00-21:00, 'tue': 10:00-21:00, 'wed': 10:00-21:00, 'thu': 10:00-21:00, 'fri': 10:00-21:00, 'sat': 10:00-21:00, 'sun': 10:00-21:00, ",54.980916,73.321536,"4,2",['900Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",,,,,,,,2024-07-29 13:06:02
26,sberbank/1193744532,СберБанк,"ул. Косенкова, 16А, микрорайон Береговой, Омск",www.sberbank.com,"'mon': выходной, 'tue': 08:30-17:15, 'wed': 08:30-17:15, 'thu': выходной, 'fri': 08:30-17:15, 'sat': 08:30-13:15, 'sun': выходной, ",55.175756,73.217951,"4,1",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,,,2024-07-29 13:06:02
27,sberbank/1102358486,СберБанк,"просп. Карла Маркса, 64, Омск",www.sberbank.com,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной, ",54.945076,73.384984,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",83,72,,,,,,2024-07-29 13:06:02
28,sberbank/1074302549,СберБанк,"просп. Карла Маркса, 16, Омск",www.sberbank.com,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной, ",54.970701,73.382351,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",97,72,50,,,,,2024-07-29 13:06:02
29,sberbank/1126321348,СберБанк,"Иркутская ул., 70/1, Омск",www.sberbank.com,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной, ",54.988056,73.401630,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",82,57,,91,,,,2024-07-29 13:06:02
30,sberbank/1026315469,СберБанк,"ул. Ватутина, 5Б, Омск",www.sberbank.com,"'mon': 09:00-18:30, 'tue': 09:00-18:30, 'wed': 09:00-18:30, 'thu': 09:00-18:30, 'fri': 09:00-18:30, 'sat': выходной, 'sun': выходной, ",54.988030,73.274428,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",88,62,70,100,,,,2024-07-29 13:06:02
31,sberbank/1123554743,СберБанк,"ул. Кирова, 10, корп. 2, Омск",www.sberbank.com,"'mon': 09:00-18:30, 'tue': 09:00-18:30, 'wed': 09:00-18:30, 'thu': 09:00-18:30, 'fri': 09:00-18:30, 'sat': выходной, 'sun': выходной, ",54.947186,73.417305,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",84,52,36,,,,36,2024-07-29 13:06:02
32,sberbank/4501520710,СберБанк,"Берёзовая ул., 1, посёлок Ключи",www.sberbank.com,"'mon': выходной, 'tue': 09:00-17:15, 'wed': 09:00-17:15, 'thu': 09:00-17:15, 'fri': 09:00-17:15, 'sat': 09:00-13:30, 'sun': выходной, ",55.153853,73.216640,"4,0",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,,,2024-07-29 13:06:02
33,sberbank/1571187736,СберБанк,"15-я Рабочая ул., 24, Омск",www.sberbank.com,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной, ",54.939419,73.424051,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",78,68,79,88,,,,2024-07-29 13:06:02
34,sberbank/1115459730,СберБанк,"ул. Котельникова, 10, Омск",www.sberbank.com,"'mon': 09:00-18:30, 'tue': 09:00-18:30, 'wed': 09:00-18:30, 'thu': 09:00-18:30, 'fri': 09:00-18:30, 'sat': 09:00-15:30, 'sun': выходной, ",54.936166,73.377894,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",86,59,,,,,,2024-07-29 13:06:02
35,sberbank/1037865516,СберБанк,"Сибирский просп., 12, Омск",www.sberbank.com,"'mon': 09:00-19:30, 'tue': 09:00-19:30, 'wed': 09:00-19:30, 'thu': 09:00-19:30, 'fri': 09:00-19:30, 'sat': 09:00-15:00, 'sun': выходной, ",54.910726,73.456220,"4,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",87,78,80,92,,,,2024-07-29 13:06:02
36,sberbank/1098695198,СберБанк,"3-я Молодёжная ул., 49, Омск",www.sberbank.com,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной, ",54.950542,73.454827,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",85,44,,,,,,2024-07-29 13:06:02
37,sberbank/1161785670,СберБанк,"ул. 12 Декабря, 115, Омск",www.sberbank.com,"'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-18:30, 'fri': 09:00-19:00, 'sat': 09:00-15:30, 'sun': выходной, ",54.951069,73.327931,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",89,71,,,,,,2024-07-29 13:06:02
38,sberbank/1005423306,СберБанк,"ул. Богдана Хмельницкого, 214, Омск",www.sberbank.com,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной, ",54.960132,73.413083,"4,2",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,,,2024-07-29 13:06:02
39,sberbank/1013396269,СберБанк,"6-я Станционная ул., 39, Омск",www.sberbank.com,"'mon': 09:00-18:30, 'tue': 09:00-18:30, 'wed': 09:00-18:30, 'thu': 09:00-18:30, 'fri': 09:00-18:30, 'sat': 09:30-15:30, 'sun': выходной, ",54.924392,73.471438,"4,4",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://vk.com/sberbank']",90,55,30,92,,,,2024-07-29 13:06:02
40,sberbank/1110902387,СберБанк,"ул. Ленина, 56, село Пушкино",www.sberbank.com,"'mon': выходной, 'tue': выходной, 'wed': выходной, 'thu': выходной, 'fri': выходной, 'sat': выходной, 'sun': выходной, ",55.093545,73.471447,"3,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,,,2024-07-29 13:06:02
41,sberbank/1042087280,СберБанк,"ул. Олега Кошевого, 21/1, Омск",,"'mon': выходной, 'tue': выходной, 'wed': выходной, 'thu': выходной, 'fri': выходной, 'sat': выходной, 'sun': выходной, ",54.933088,73.329548,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",84,55,71,100,,,,2024-07-29 13:06:02
42,sberbank/1211522234,СберБанк,"ул. Гуртьева, 37/1, Омск",www.sberbank.com,"'mon': 09:30-18:30, 'tue': 09:30-18:30, 'wed': 09:30-18:30, 'thu': 09:30-18:30, 'fri': 09:30-18:30, 'sat': 09:30-15:00, 'sun': выходной, ",54.919979,73.411888,"4,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",86,55,,,,,,2024-07-29 13:06:02
43,sberbank/1113728104,СберБанк,"3, микрорайон Входной, Омск",www.sberbank.com,"'mon': выходной, 'tue': 08:30-17:45, 'wed': 08:30-17:45, 'thu': 08:30-17:45, 'fri': 08:30-17:45, 'sat': 09:00-13:30, 'sun': выходной, ",54.950257,73.169972,"4,2",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,,,2024-07-29 13:06:02
44,sberbank/1127009164,СберБанк,"Мельничная ул., 87, корп. 1, Омск",www.sberbank.com,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной, ",54.912066,73.315274,"4,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",88,68,,93,,,,2024-07-29 13:06:02
45,sberbank/1037718055,СберБанк,"Средняя ул., 1А, село Дружино",www.sberbank.com,"'mon': выходной, 'tue': 08:30-17:00, 'wed': 08:30-17:00, 'thu': 08:30-17:00, 'fri': 08:30-17:00, 'sat': 09:00-12:45, 'sun': выходной, ",55.022180,73.135889,"3,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,,,2024-07-29 13:06:02
46,sberbank/1174715237,СберБанк,"Российская ул., 13, микрорайон Крутая Горка, Омск",www.sberbank.com,"'mon': выходной, 'tue': 08:30-17:45, 'wed': 08:30-17:45, 'thu': 08:30-17:45, 'fri': 08:30-17:45, 'sat': 08:30-14:45, 'sun': выходной, ",55.369899,73.220655,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,,,2024-07-29 13:06:02
47,sberbank/42747361171,СберБанк,"Российская ул., 2, посёлок Ростовка",www.sberbank.com,"'mon': выходной, 'tue': 09:00-15:45, 'wed': 09:00-15:45, 'thu': 09:00-15:45, 'fri': выходной, 'sat': выходной, 'sun': выходной, ",55.015919,73.563003,"2,8",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,,,2024-07-29 13:06:02
48,sberbank/1050674232,СберБанк,"Центральная ул., 22, село Петровка",www.sberbank.com,"'mon': выходной, 'tue': 08:30-17:15, 'wed': 08:30-17:15, 'thu': 08:30-16:15, 'fri': 08:30-16:45, 'sat': 09:00-13:15, 'sun': выходной, ",55.259490,73.538111,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,,,2024-07-29 13:06:02
49,sberbank/1079426137,СберБанк,"ул. 50 лет Октября, 29, посёлок Новоомский",www.sberbank.com,"'mon': выходной, 'tue': 08:30-17:30, 'wed': 08:30-17:30, 'thu': 08:30-17:30, 'fri': 08:30-17:30, 'sat': 09:00-13:45, 'sun': выходной, ",54.843061,73.298269,"3,9",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,,,2024-07-29 13:06:02
50,sberbank/90704224041,СберБанк,"Центральная ул., 48, село Андреевка",www.sberbank.com,"'mon': выходной, 'tue': 08:30-17:15, 'wed': 08:30-17:15, 'thu': 08:30-17:15, 'fri': 08:30-17:15, 'sat': 09:00-12:00, 'sun': выходной, ",55.042840,73.624034,"2,8",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,,,2024-07-29 13:06:02
51,sberbank/1077368610,СберБанк,"Центральная ул., 7, село Новотроицкое",www.sberbank.com,"'mon': выходной, 'tue': 08:00-17:00, 'wed': 08:00-17:00, 'thu': 08:00-17:00, 'fri': 08:00-17:00, 'sat': 09:00-13:45, 'sun': выходной, ",55.270195,73.160611,"3,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,,,2024-07-29 13:06:02
