,ID,name,address,website,opening_hours,lat,lon,rating,phone,social,Персонал,Время ожидания,Банкомат,Ремонт,Расположение,Ипотека,Кредит,График работы,load_time
10,sberbank/158227328710,СберБанк,"ул. Дзержинского, 93, Челябинск",www.sberbank.com,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 09:30-14:00, 'sun': выходной, ",55.131376,61.435382,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",81,56,77,,86,70,,,2024-07-29 22:24:03
11,sberbank/1026701600,СберБанк,"ул. Братьев Кашириных, 90, Челябинск",www.sberbank.com,"'mon': 09:30-18:30, 'tue': 09:30-18:30, 'wed': 09:30-18:30, 'thu': 09:30-18:30, 'fri': 09:30-18:30, 'sat': выходной, 'sun': выходной, ",55.179067,61.334255,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",86,78,89,,85,,,,2024-07-29 22:24:03
12,sberbank/20144435673,СберБанк,"Мебельная ул., 85А, Челябинск",www.sberbank.com,"'mon': 09:30-18:30, 'tue': 09:30-18:30, 'wed': 09:30-18:30, 'thu': 09:30-18:30, 'fri': 09:30-18:30, 'sat': выходной, 'sun': выходной, ",55.124702,61.365076,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",93,44,56,,,,,,2024-07-29 22:24:03
13,sberbank/1023566927,Сбер,"ул. Свободы, 88, Челябинск",www.sberbank.com,"'mon': 09:30-18:30, 'tue': 09:30-18:30, 'wed': 09:30-18:30, 'thu': 09:30-18:30, 'fri': 09:30-18:30, 'sat': выходной, 'sun': выходной, ",55.153967,61.413621,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",90,72,56,,100,,,82,2024-07-29 22:24:03
14,sberbank/1228385164,СберБанк,"ул. Агалакова, 38, Челябинск",www.sberbank.com,"'mon': 09:30-18:30, 'tue': 09:30-18:30, 'wed': 09:30-18:30, 'thu': 09:30-18:30, 'fri': 09:30-18:30, 'sat': 09:30-15:00, 'sun': выходной, ",55.134008,61.440759,"4,5",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://vk.com/sberbank']",71,60,69,,67,,,,2024-07-29 22:24:03
15,sberbank/15238197678,СберБанк,"просп. Победы, 124, Челябинск",www.sberbank.com,"'mon': 09:00-18:30, 'tue': 09:00-18:30, 'wed': 09:00-18:30, 'thu': 09:00-18:30, 'fri': 09:00-18:30, 'sat': 09:30-14:30, 'sun': выходной, ",55.186433,61.431102,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",86,74,73,,,,,,2024-07-29 22:24:03
16,sberbank/1261637289,СберБанк,"Свердловский просп., 10, Челябинск",www.sberbank.com,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной, ",55.189727,61.386088,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",79,70,20,,,,,,2024-07-29 22:24:03
17,sberbank/1042514405,СберБанк,"ул. Молодогвардейцев, 32А, Челябинск",www.sberbank.com,"'mon': 09:30-18:30, 'tue': 09:30-18:30, 'wed': 09:30-18:30, 'thu': 09:30-18:30, 'fri': 09:30-18:30, 'sat': выходной, 'sun': выходной, ",55.195442,61.331785,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",94,59,83,,,,,,2024-07-29 22:24:03
18,sberbank/1034769861,СберБанк,"ул. Кирова, 7, Челябинск",www.sberbank.com,"'mon': 09:00-18:30, 'tue': 09:00-18:30, 'wed': 09:00-18:30, 'thu': 09:00-18:30, 'fri': 09:00-18:30, 'sat': 09:30-14:30, 'sun': выходной, ",55.180018,61.400119,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",89,62,56,,,,,,2024-07-29 22:24:03
19,sberbank/1563529161,СберБанк,"Краснопольский просп., 15, Челябинск",www.sberbank.com,"'mon': 09:30-18:30, 'tue': 09:30-18:30, 'wed': 09:30-18:30, 'thu': 09:30-18:30, 'fri': 09:30-18:30, 'sat': выходной, 'sun': выходной, ",55.209155,61.289411,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",83,57,50,,90,,,36,2024-07-29 22:24:03
20,sberbank/160522112885,СберБанк,"просп. Ленина, 52, Челябинск",www.sberbank.ru,"'mon': выходной, 'tue': выходной, 'wed': выходной, 'thu': выходной, 'fri': выходной, 'sat': выходной, 'sun': выходной, ",55.160846,61.405503,"4,2",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,,,,2024-07-29 22:24:03
21,sberbank/1014135202,СберБанк,"ул. Университетская Набережная, 38, Челябинск",www.sberbank.com,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной, ",55.175005,61.340947,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",82,43,,,,,,,2024-07-29 22:24:03
22,sberbank/24425908918,СберБанк,"ул. Толбухина, 5, Челябинск",www.sberbank.com,"'mon': 09:30-18:30, 'tue': 09:30-18:30, 'wed': 09:30-18:30, 'thu': 09:30-18:30, 'fri': 09:30-18:30, 'sat': выходной, 'sun': выходной, ",55.113952,61.351143,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",85,47,47,,100,,,38,2024-07-29 22:24:03
23,sberbank/1245439949,СберБанк,"ул. Гагарина, 10, Челябинск",www.sberbank.com,"'mon': выходной, 'tue': 09:00-18:30, 'wed': 09:00-18:30, 'thu': 09:00-18:30, 'fri': 09:00-18:30, 'sat': 09:00-16:00, 'sun': выходной, ",55.141902,61.440839,"4,2",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://vk.com/sberbank']",93,56,,,,,,,2024-07-29 22:24:03
24,sberbank/153672754045,СберБанк,"ул. Чичерина, 28, Челябинск",www.sberbank.com,"'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': 10:00-19:00, 'sun': выходной, ",55.181051,61.292914,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",85,42,,,,,,,2024-07-29 22:24:03
25,sberbank/17659281764,СберБанк,"ул. Цвиллинга, 66Б, Челябинск",www.sberbank.com,"'mon': выходной, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': 09:00-15:00, 'sun': выходной, ",55.146888,61.411941,"4,4",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sber/', 'https://vk.com/sberbank']",94,77,,,,,,,2024-07-29 22:24:03
26,sberbank/1109732600,СберБанк,"ул. Академика Королёва, 23, Челябинск",www.sberbank.com,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной, ",55.161445,61.296723,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",85,48,63,,93,,,,2024-07-29 22:24:03
27,sberbank/1010671236,СберБанк,"ул. Комарова, 112, Челябинск",www.sberbank.com,"'mon': выходной, 'tue': 12:00-18:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': 09:00-13:00, 'sun': выходной, ",55.175736,61.455904,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",84,76,59,,100,,,,2024-07-29 22:24:03
28,sberbank/1124031977,СберБанк,"ул. Кирова, 1, Челябинск",www.sberbank.com,"'mon': 09:30-18:30, 'tue': 09:30-18:30, 'wed': 09:30-18:30, 'thu': 09:30-18:30, 'fri': 09:30-18:30, 'sat': выходной, 'sun': выходной, ",55.182937,61.399715,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",90,63,75,,100,,,,2024-07-29 22:24:03
29,sberbank/1100684805,СберБанк,"ул. Героев Танкограда, 118, Челябинск",www.sberbank.com,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной, ",55.168620,61.451934,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",90,82,,,,,,,2024-07-29 22:24:03
30,sberbank/1023420226,СберБанк,"Новороссийская ул., 86, Челябинск",,"'mon': выходной, 'tue': выходной, 'wed': выходной, 'thu': выходной, 'fri': выходной, 'sat': выходной, 'sun': выходной, ",55.114163,61.457154,"4,4",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://vk.com/sberbank']",83,53,54,,,,,,2024-07-29 22:24:03
31,sberbank/68965792699,СберБанк,"Комсомольский просп., 86, Челябинск",www.sberbank.com,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной, ",55.195087,61.302777,"4,8",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",88,80,82,,,,,,2024-07-29 22:24:03
32,sberbank/234429626644,СберБанк,"ул. Чичерина, 7, Челябинск",www.sberbank.com,"'mon': 09:30-18:30, 'tue': 09:30-18:30, 'wed': 09:30-18:30, 'thu': 09:30-18:30, 'fri': 09:30-18:30, 'sat': выходной, 'sun': выходной, ",55.187856,61.286402,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sber']",97,67,,,91,,,,2024-07-29 22:24:03
33,sberbank/56478812212,СберБанк,"просп. Ленина, 18, Челябинск",www.sberbank.com,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной, ",55.161096,61.442915,"4,0",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",83,60,20,,,,,0,2024-07-29 22:24:03
34,sberbank/1038541170,СберБанк,"Салютная ул., 25, Челябинск",www.sberbank.com,"'mon': 09:00-13:00, 'tue': выходной, 'wed': выходной, 'thu': выходной, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной, ",55.169617,61.445395,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",81,68,57,,,,,,2024-07-29 22:24:03
35,sberbank/1156991982,СберБанк,"ул. Гагарина, 2, Челябинск",www.sberbank.com,"'mon': 09:30-18:30, 'tue': 09:30-18:30, 'wed': 09:30-18:30, 'thu': 09:30-18:30, 'fri': 09:30-18:30, 'sat': выходной, 'sun': выходной, ",55.146178,61.444648,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",85,69,30,,,,,,2024-07-29 22:24:03
36,sberbank/1231647208,СберБанк,"Комсомольский просп., 61, Челябинск",www.sberbank.com,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной, ",55.194034,61.324436,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",73,65,64,,90,,,,2024-07-29 22:24:03
37,sberbank/1165771988,СберБанк,"ул. 50-летия ВЛКСМ, 11, Челябинск",www.sberbank.com,"'mon': выходной, 'tue': 09:00-18:30, 'wed': 09:00-18:30, 'thu': 09:00-18:30, 'fri': 09:00-18:30, 'sat': 09:00-16:00, 'sun': выходной, ",55.244070,61.388010,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",74,50,50,,92,,,55,2024-07-29 22:24:03
38,sberbank/1029314005,СберБанк,"ул. Энергетиков, 1, Челябинск",www.sberbank.com,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной, ",55.125484,61.473897,"4,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",96,73,71,,100,,,,2024-07-29 22:24:03
39,sberbank/1572597347,СберБанк,"ул. Дружбы, 5, Челябинск",www.sberbank.com,"'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': 09:00-14:00, 'sun': выходной, ",55.249776,61.377823,"4,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",90,75,73,,86,,,,2024-07-29 22:24:03
40,sberbank/1034938448,СберБанк,"ул. Мамина, 21В, Челябинск",www.sberbank.com,"'mon': выходной, 'tue': 08:30-18:00, 'wed': 08:30-18:00, 'thu': 08:30-18:00, 'fri': 08:30-18:00, 'sat': 09:15-14:00, 'sun': выходной, ",55.191932,61.484614,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",90,48,36,,100,,,,2024-07-29 22:24:03
41,sberbank/1117026501,СберБанк,"ул. Богдана Хмельницкого, 14, Челябинск",www.sberbank.com,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной, ",55.258741,61.392088,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",79,68,71,,,,,,2024-07-29 22:24:03
42,sberbank/1030793281,СберБанк,"Новороссийская ул., 49, Челябинск",www.sberbank.com,"'mon': 09:30-18:30, 'tue': 09:30-18:30, 'wed': 09:30-18:30, 'thu': 09:30-18:30, 'fri': 09:30-18:30, 'sat': выходной, 'sun': выходной, ",55.107365,61.480060,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",89,50,5,,,,,0,2024-07-29 22:24:03
43,sberbank/226526606669,СберБанк,"ш. Металлургов, 4, Челябинск",www.sberbank.com,"'mon': выходной, 'tue': выходной, 'wed': выходной, 'thu': выходной, 'fri': выходной, 'sat': выходной, 'sun': выходной, ",55.251290,61.401754,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",88,71,100,,100,,,,2024-07-29 22:24:03
44,sberbank/1060486161,СберБанк,"ул. Сталеваров, 38, Челябинск",www.sberbank.com,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной, ",55.258910,61.402500,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",87,67,55,,,,,,2024-07-29 22:24:03
45,sberbank/1079385340,СберБанк,"Коммунистическая ул., 28, Копейск",www.sberbank.com,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной, ",55.057208,61.525596,"4,0",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,,,,2024-07-29 22:24:03
46,sberbank/1081987756,СберБанк,"ул. Ленина, 25, Копейск",www.sberbank.com,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной, ",54.990866,61.475703,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,,,,2024-07-29 22:24:03
47,sberbank/162165010890,СберБанк,"Советская ул., 13, посёлок Новосинеглазово, Челябинск",www.sberbank.com,"'mon': 09:30-18:30, 'tue': 09:30-18:30, 'wed': 09:30-18:30, 'thu': 09:30-18:30, 'fri': 09:30-18:30, 'sat': выходной, 'sun': выходной, ",55.036587,61.368777,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,,,,2024-07-29 22:24:03
48,sberbank/1059279912,СберБанк,"ул. Ленина, 1, село Кременкуль",www.sberbank.com,"'mon': выходной, 'tue': 08:30-16:45, 'wed': 08:30-16:45, 'thu': 08:30-16:45, 'fri': 08:30-16:45, 'sat': 08:15-13:00, 'sun': выходной, ",55.188083,61.150541,"2,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,,,,2024-07-29 22:24:03
49,sberbank/1178225619,СберБанк,"Фабричная ул., 1А, посёлок Рощино",www.sberbank.com,"'mon': выходной, 'tue': 08:30-16:30, 'wed': 08:30-16:30, 'thu': 08:30-16:30, 'fri': 08:30-16:30, 'sat': 08:30-14:00, 'sun': выходной, ",55.309843,61.262794,"3,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,18,20,,,,,,2024-07-29 22:24:03
50,sberbank/1180332986,СберБанк,"ул. Трактористов, 1, посёлок Есаульский",www.sberbank.com,"'mon': выходной, 'tue': 08:30-16:45, 'wed': 08:30-16:45, 'thu': 08:30-16:45, 'fri': 08:30-16:45, 'sat': 08:30-13:15, 'sun': выходной, ",55.301977,61.206343,"1,8",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,,,,2024-07-29 22:24:03
